DNI,Asegurado,FecNac,SEXO,CPP,síntomas,enfermedad detectada,Distrito
87549663,Ángel Olga Castillo Pérez,1971-02-15,M,OTRO. SAN JOSE NRO. PUERTA SN PISO.02,"ojos llorosos, estornudos",Alergia,Socota
64313395,Carmen David Torres López,1983-01-19,F,CASERIO SANTA RITA,"náuseas, dolor de cabeza",Migraña,Socota
87347648,Patricia Marco Flores Sánchez,2006-12-12,F,CASERIO VILUCO,cansancio,Diabetes,Socota
12649771,Patricia Sara Rojas Castillo,1977-10-08,F,CHURAZ,dificultad para respirar,Alergia,Socota
18424643,Fernando David Delgado Flores,2012-07-21,M,la merendana,,Gastritis,Socota
72661196,Luis Andrés Mendoza Vargas,2008-04-18,M,BATANCILLO,"dificultad para respirar, sibilancias",Asma,Socota
33027419,Fernando Raúl Martínez Ramírez,2022-05-13,F,CALLAYUC,opresión en el pecho,Gripe,Socota
74293114,María Pablo Vargas Flores,1996-06-29,F,OTRO. PINDOC NRO. PUERTA SN PISO.01,"acidez estomacal, náuseas, dolor abdominal",Gastritis,Socota
14787736,Fernando Mónica Pérez Martínez,1981-10-02,M,OTRO CHONTAS BAJAS NRO.SN BLOQUE. PISO.02 INTERIOR.  MZA.  LOTE.,dificultad para respirar,Alergia,Socota
58765494,Jesús Marco Martínez García,1998-04-25,F,UNION SAN JOSE,"visión borrosa, dolor de cabeza, mareos",Hipertensión,Socota
37412192,Sandra Mónica Pérez Silva,2023-03-04,M,C.P CUMBE,"tos, fiebre, dolor de garganta",Gripe,Socota
27029010,Rosa Héctor Mendoza González,1970-02-12,F,UNION SAN JOSE,"dificultad para respirar, tos seca",COVID-19,Socota
78323475,Verónica Roberto Castillo Mendoza,1997-01-18,F,CASERIO SANTA RITA,,,Socota
20710139,Rosa Mónica Silva Paredes,1962-03-08,F,SAN JOSE DE LIRIO,"dolor de cabeza, náuseas, sensibilidad a la luz",Migraña,Socota
19625088,Yolanda Héctor Gutiérrez Rojas,1973-07-15,F,EL CUMBE,,,Socota
20675821,Miguel Luisa García Rodríguez,1936-05-12,F,CALLAYUC,"dolor de garganta, congestión nasal",COVID-19,Socota
95953083,Sandra David Flores Vargas,2013-04-14,M,OTRO RIVERA RIO LA GRANADA SN   PISO 01,"fiebre, pérdida de olfato",COVID-19,Socota
49620948,Sandra Olga Mendoza Silva,1996-06-12,M,FILADELFIA,"dolor de cabeza, mareos",Hipertensión,Socota
22798465,Yolanda Eduardo Cruz Vargas,1983-02-09,F,CASERIO BATANCILLO,,,Socota
36092412,Ángel Mónica García Torres,1967-05-07,M,OTRO CAMINO A LA ANTENA CLARO SN   PISO 01,dolor de cabeza,Gripe,Socota
45046982,Marta Héctor García Ramírez,1996-05-20,F,OTRO OTRO NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"opresión en el pecho, sibilancias",Asma,Socota
75867067,Pedro Natalia Paredes Silva,2000-10-04,M,OTRO. PAMPA GRANDE NRO. PUERTA SN PISO.01,"náuseas, sensibilidad a la luz",Gripe,Socota
56414982,Fernando Luisa Ramírez González,2001-02-25,M,OTRO. SAN JOSE NRO. PUERTA SN PISO.02,sed excesiva,Migraña,Socota
52577616,Verónica Isabel Herrera Cruz,2022-10-23,F,CASERIO SANTA RITA,"dificultad para respirar, pérdida de olfato",COVID-19,Socota
76039038,Patricia Eduardo García Sánchez,2003-04-18,F,CASERIO LAGUNAS,"fiebre, dolor de garganta",Gripe,Socota
99288313,Carlos Olga Mendoza Ramírez,1995-08-05,F,CASERIO SANTA RITA,"pérdida de olfato, tos seca",COVID-19,Socota
42036004,Juan Diego Ramírez Silva,2004-06-28,M,CASERIO EL CUMBE,"cansancio, sed excesiva, micción frecuente",Diabetes,Socota
28411362,Juan Sara Cruz Paredes,2014-09-30,M,SAN JOSE DE LIRIO,"picazón, estornudos, ojos llorosos",Alergia,Socota
80474017,José Raúl Flores Herrera,1984-06-18,M,OTRO. UNION SAN JOSE NRO. PUERTA SN PISO.01,,,Socota
66625195,Jesús Isabel Herrera Flores,1981-01-20,M,SANTA FE,"opresión en el pecho, sibilancias",Asma,Socota
24080120,Miguel Sara Vargas Rojas,2000-01-30,F,OTRO SAN JUAN DE HORRILLOS NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,náuseas,Migraña,Socota
16090074,Rosa Diego González Mendoza,2017-06-20,F,OTRO. LLANGUA NRO. PUERTA SN PISO.01,"dolor de garganta, tos",Gripe,Socota
24881807,Marta Natalia Castillo Ramírez,1980-02-06,M,,"sibilancias, opresión en el pecho",Asma,Socota
57213149,Sandra Héctor Rodríguez Pérez,2010-01-06,F,SAN ISIDRO,"dolor de garganta, fiebre",Gripe,Socota
83021027,Marta Raúl Flores Ramírez,1985-09-18,F,CASERIO VILUCO,sensibilidad a la luz,COVID-19,Socota
41183091,Yolanda Marco Torres Delgado,1991-06-19,M,OTRO. CAMINO A NUEVO HUALLAQUIL NRO. PUERTA SN PISO.01,"dificultad para respirar, sibilancias",Asma,Socota
82882296,Miguel Luisa Rodríguez Castillo,2021-04-25,F,CASERIO VILUCO,,,Socota
24756103,José Roberto Martínez Paredes,2003-11-23,M,EL CUMBE,"náuseas, sensibilidad a la luz, dolor de cabeza",Migraña,Socota
93347817,Verónica Raúl Gutiérrez López,1976-08-17,M,OTRO. CUMBE NRO. PUERTA SN PISO.01,sed excesiva,Hipertensión,Socota
89598540,Patricia Diego González Cruz,1999-04-05,M,OTRO. SECTOR GUAYAQUIL NRO. PUERTA SN PISO.01,"náuseas, sensibilidad a la luz",Migraña,Socota
99060491,Fernando Diego Ramírez Mendoza,1976-04-22,F,EL CUMBE,"náuseas, sensibilidad a la luz, dolor de cabeza",Migraña,Socota
42005828,Sandra Marco Paredes Rojas,2013-09-07,M,CASERIO CHONTAS,dolor de cabeza,,Socota
59080523,Ángel Marco Gutiérrez Flores,1973-07-05,M,SANTA FE,"congestión nasal, tos",Gripe,Socota
78164508,Sandra Héctor Flores Delgado,2012-12-22,M,OTRO SAN ISIDRO NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"dificultad para respirar, opresión en el pecho",Hipertensión,Socota
30126891,Patricia Alberto Delgado López,1996-05-11,M,CASERIO CHONTAS ALTAS,"congestión nasal, dolor de garganta",Gripe,Socota
67744558,Miguel Paredes Rojas,1989-05-27,M,SAN JUAN DE CHORRILLOS,"picazón, estornudos",Alergia,Socota
36790634,Sandra Laura González Torres,1972-12-15,M,CP.SECTOR EL CAMPO,"micción frecuente, cansancio",Alergia,Socota
64395488,Jesús Diego González Gutiérrez,2007-08-13,M,SANTA RITA,,COVID-19,Socota
70892211,Pedro Héctor Vargas Mendoza,1961-12-16,M,EL CUMBE,"fiebre, pérdida de olfato, dificultad para respirar",COVID-19,Socota
76420107,María David López Delgado,1941-07-01,M,OTRO SAN ISIDRO NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"pérdida de olfato, dificultad para respirar, tos seca",COVID-19,Socota
75126653,Lucía Pablo Vargas Mendoza,1995-05-05,F,CALLAYUC,"sed excesiva, cansancio, micción frecuente",Diabetes,Socota
80131924,Sandra Claudia Delgado González,1961-03-12,M,OTRO LA PALMA NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"acidez estomacal, dolor abdominal, náuseas",Gastritis,Socota
34895429,Yolanda Héctor Cruz Silva,1980-01-01,M,OTRO. CAMINO AL PALMO NRO. PUERTA SN PISO.01,,,Socota
87734147,Verónica Olga Herrera Cruz,2002-07-13,F,SAN JOSE,"dolor de cabeza, náuseas",Migraña,Socota
98963002,Ángel Alberto Herrera Mendoza,1995-07-20,F,VILUCO,"sibilancias, opresión en el pecho",Gastritis,Socota
56488434,Ana Claudia Silva Delgado,2000-02-24,M,CAS SAN AGUSTIN,tos,,Socota
28482739,Pedro Luisa Delgado González,1964-06-24,F,CASERIO SAN JOSE,tos,,Socota
39138724,Sandra Alberto Castillo Pérez,1965-10-01,M,UNION SAN JOSE,opresión en el pecho,Diabetes,Socota
43407052,María Pablo Sánchez Mendoza,2010-05-06,F,CUCHEA,"fiebre, pérdida de olfato",COVID-19,Socota
28424974,Jorge Paredes Mendoza,1992-12-22,F,C.P.EL CUMBE,"visión borrosa, dolor de cabeza, mareos",Hipertensión,Socota
27685449,Luis Pablo Sánchez Martínez,1952-10-10,M,EL CUMBE,"visión borrosa, dolor de cabeza",Hipertensión,Socota
15477006,Luis Roberto Martínez Pérez,2020-09-18,M,CASERIO CUCHEA BAJA,"cansancio, sed excesiva",Diabetes,Socota
31441872,Luis Héctor Paredes Mendoza,1961-11-06,M,COMUNIDAD EL CUMBE,"sensibilidad a la luz, dolor de cabeza",Migraña,Socota
98339272,Ángel Gloria Gutiérrez Mendoza,1960-12-25,M,OTRO OTRO NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,,,Socota
48052214,Yolanda David Gutiérrez Paredes,1976-02-01,F,CHURAS,,,Socota
63110663,Jorge Luisa Vargas Silva,1966-07-03,M,SAN JUAN BAUTISTA,"sibilancias, opresión en el pecho",Asma,Socota
79343822,Carlos Pablo Mendoza Ramírez,2011-06-28,M,CASERIO CUCHEA,"náuseas, sensibilidad a la luz",Migraña,Socota
47907768,Marta Isabel Sánchez García,1950-05-11,M,SECTOR EL CAMPO,"dificultad para respirar, pérdida de olfato",COVID-19,Socota
56580639,Rosa Laura Mendoza Castillo,1964-01-17,M,CASERIO SANTA RITA,"congestión nasal, fiebre, tos",Gripe,Socota
85117615,Miguel Héctor Delgado Ramírez,1978-04-01,F,OTRO. NUEVO PIURITA NRO. PUERTA SN PISO.01,"opresión en el pecho, dificultad para respirar",Asma,Socota
63521359,Ana Carolina Torres Mendoza,2001-03-31,M,CHONTAS ALTAS,"visión borrosa, mareos",Hipertensión,Socota
89407176,Marta Gloria López Mendoza,2014-04-04,M,EL CUMBE,,,Socota
23838952,Miguel Héctor Rodríguez Herrera,1987-08-28,M,CASERIO PACCHA,"dolor de cabeza, náuseas, sensibilidad a la luz",Migraña,Socota
46373690,Verónica Marco Sánchez Torres,2005-08-07,F,CP.EL PORVENIR,náuseas,Gripe,Socota
99841326,Rosa Andrés Delgado Torres,1980-12-25,M,,,,Socota
71505084,Fernando Héctor Paredes Cruz,2023-01-11,M,CP SANTA CLARA,"cansancio, sed excesiva, micción frecuente",Diabetes,Socota
47443145,Jesús Olga Cruz Rojas,2018-06-30,F,OTRO. PINDOC NRO. PUERTA SN PISO.01,"cansancio, sed excesiva, micción frecuente",Diabetes,Socota
64514614,María Alberto Flores Ramírez,2021-09-06,M,CASERIO SAN JOSE,"dolor de cabeza, sensibilidad a la luz",Migraña,Socota
40239659,José González Delgado,2002-01-20,M,EL CUMBE,,,Socota
25766448,Rosa Carolina Paredes González,1996-11-11,M,.EL CUMBE,"mareos, visión borrosa",Hipertensión,Socota
59627908,Carlos Héctor González Mendoza,2020-06-18,M,OTRO. CALLAYUC NRO. PUERTA SN PISO.01,"náuseas, acidez estomacal",Gastritis,Socota
19143407,Carlos Luisa Vargas Sánchez,2006-09-01,M,EL CUMBE,"dificultad para respirar, pérdida de olfato, fiebre",COVID-19,Socota
72658588,Luis Mónica Silva Gutiérrez,1957-08-13,M,CASERIO SAN JOSE,"mareos, visión borrosa, dolor de cabeza",Hipertensión,Socota
53433192,Ángel Raúl Sánchez López,1983-04-25,M,C.P.EL CUMBE,"dificultad para respirar, pérdida de olfato",COVID-19,Socota
94381335,Pedro Luisa Martínez Flores,2005-08-30,M,,"congestión nasal, tos, dolor de garganta",Gripe,Socota
93763645,Jesús Héctor Paredes López,2022-09-27,F,CAS. FILADELFIA,acidez estomacal,Hipertensión,Socota
60491069,Jorge Laura Flores Torres,2000-06-07,F,SAN ISIDRO,"sibilancias, dificultad para respirar",Alergia,Socota
16676435,Rosa Alberto Cruz García,1994-07-07,F,OTRO. A TREINTA MINUTOS DEL CASERIO NRO. PUERTA SN PISO.01,"dificultad para respirar, fiebre",COVID-19,Socota
35992929,Pedro Luisa López Gutiérrez,1981-04-24,F,CASERIO EL CUMBE,"náuseas, dolor de cabeza",Migraña,Socota
61775333,Juan Natalia García Mendoza,2014-02-10,M,CASERIO SALLOF,,,Socota
56670909,Miguel Raúl Silva Cruz,1942-01-25,M,CASERIO CHURAS,"ojos llorosos, picazón, estornudos",Alergia,Socota
85922618,José Alberto Torres Rojas,2020-07-17,M,CASERIO GRAMALOTILLO,"cansancio, sed excesiva",Diabetes,Socota
36626050,Fernando Héctor Gutiérrez Sánchez,1979-06-19,M,EL CUMBE,"náuseas, dolor de cabeza, sensibilidad a la luz",Migraña,Socota
84560360,Luis Mónica Silva Sánchez,1972-04-10,F,SANTA TERESA DE QUEROMARCA,"dolor de cabeza, mareos, visión borrosa",Hipertensión,Socota
71658427,Yolanda Isabel Paredes Torres,1988-07-26,F,CHIPLE,,Alergia,Socota
44615045,Ana Luisa Paredes Flores,2005-02-01,F,CASERIO SAN JOSE DE LIRIO,sensibilidad a la luz,Hipertensión,Socota
87106842,José Carolina González Rojas,2019-04-22,M,OTRO CALLAYUC NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE. KM.,cansancio,Migraña,Socota
27225404,José Mónica Gutiérrez Flores,2001-02-25,M,OTRO. SAN JOSE NRO. PUERTA SN PISO.02,sed excesiva,Migraña,Socota
36524595,Pedro Andrés Rojas Paredes,1996-01-24,F,CHURAZ,"fiebre, dolor de garganta, congestión nasal",Gripe,Socota
23068646,Verónica Luisa Sánchez Martínez,1996-08-01,F,OTRO. VILUCO NRO. PUERTA SN PISO.01,"sensibilidad a la luz, náuseas",Asma,Socota
20716949,Rosa Alberto González Pérez,1978-09-16,F,,"tos, dolor de garganta, congestión nasal",Gripe,Socota
61476023,Jesús Isabel Gutiérrez Cruz,2024-09-24,M,BATANCILLO,"náuseas, sensibilidad a la luz",Migraña,Socota
10750539,Miguel Laura Silva Rodríguez,1978-08-28,M,CRR. AL CUMBE SN   PISO 01,"sibilancias, opresión en el pecho, dificultad para respirar",Asma,Socota
23336167,Yolanda Carolina Sánchez Vargas,1982-08-11,M,OTRO. BATANCILLO NRO. PUERTA SN PISO.01,"sensibilidad a la luz, náuseas",Migraña,Socota
91984964,Patricia Carolina Torres Cruz,1988-04-17,F,,"náuseas, sensibilidad a la luz",Migraña,Socota
90908860,Jesús Alberto Rodríguez Cruz,1970-09-10,F,CASERIO CUCHEA,"micción frecuente, cansancio",Diabetes,Socota
12931728,Marta Luisa Vargas Pérez,1960-12-28,F,OTRO SECTOR EL CARRICILLO NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,sibilancias,Alergia,Socota
30191354,Fernando Carolina Delgado Herrera,1997-02-22,M,OTRO. SECTOR LA FLORIDA NRO. PUERTA SN PISO.01,"dificultad para respirar, pérdida de olfato",COVID-19,Socota
18248089,Jesús Carolina Pérez Cruz,2013-05-30,F,OTRO SANTA RITA NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE. km.,"náuseas, dolor de cabeza",Migraña,Socota
41838262,Lucía Pablo Martínez Paredes,1985-12-17,M,CASERIO SAN JUAN DE CHORRILLOS,"fiebre, congestión nasal, tos",Gripe,Socota
16708403,Rosa Diego Ramírez Cruz,2012-07-01,M,CASERIO SAN JUAN DE CHORRILLOS,"dificultad para respirar, tos seca, pérdida de olfato",COVID-19,Socota
39237231,José Luisa Silva Rodríguez,1988-09-15,M,CASERIO LIMON,"sibilancias, dificultad para respirar",Asma,Socota
40081007,Yolanda Luisa Martínez Rodríguez,1973-04-20,M,QUEROMARCA,,,Socota
61752170,Verónica Mónica González Mendoza,2019-11-08,F,AV. COMERCIO SN,estornudos,Hipertensión,Socota
56306988,Jorge Roberto Rojas González,2009-09-13,M,CHURAZ,"dolor de garganta, tos, congestión nasal",Gripe,Socota
30488182,Carmen Carolina Sánchez Gutiérrez,1965-11-03,M,LAS JUNTAS,"fiebre, dificultad para respirar, tos seca",COVID-19,Socota
98261236,José Eduardo Rojas Rodríguez,1978-05-13,M,LA PACCHA DE MIRAFLORES,dolor de garganta,Migraña,Socota
90151667,Juan Carolina Martínez Vargas,2001-07-21,M,,,,Socota
88722092,Luis Isabel García Castillo,1976-02-01,F,OTRO OTRO NRO.0000 BLOQUE.000 PISO.02 INTERIOR. 000 MZA. 000 LOTE.000,"picazón, ojos llorosos",Alergia,Socota
27317871,Marta Andrés García Flores,2010-12-02,M,SAN ISIDRO A CHORRILLOS,,,Socota
29024756,Marta Alberto Ramírez Torres,1961-11-06,M,COMUNIDAD EL CUMBE,"sensibilidad a la luz, dolor de cabeza",Migraña,Socota
79728026,Miguel Laura Torres López,1980-08-15,M,CASERIO YAPANA,tos,Asma,Socota
24463026,Yolanda Mónica Mendoza Herrera,1993-09-24,M,CASERIO YAPANA,"dolor abdominal, acidez estomacal, náuseas",Gastritis,Socota
69730403,Patricia Raúl Sánchez Vargas,2001-07-01,M,CASERIO CHORRILLOS,"náuseas, dolor abdominal, acidez estomacal",Gastritis,Socota
73142974,Sandra Marco Ramírez López,1991-12-03,M,,"opresión en el pecho, dificultad para respirar, sibilancias",Asma,Socota
21889758,Rosa Eduardo Ramírez García,2018-04-15,M,OTRO EL CUMBE NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"pérdida de olfato, fiebre",Diabetes,Socota
25410446,José Eduardo Rojas Cruz,1974-03-04,M,CASERIO CHONTAS,"cansancio, micción frecuente, sed excesiva",Diabetes,Socota
79481749,Carlos Roberto Silva López,1993-03-27,F,UNION SAN JOSE,náuseas,COVID-19,Socota
35139175,Juan Pablo Ramírez González,2023-04-18,F,CALLAYUC,"cansancio, sed excesiva, micción frecuente",Diabetes,Socota
75582814,Jorge Mónica Rodríguez Sánchez,1964-01-16,M,SAN JUAN DE CHORRILLOS,"sibilancias, opresión en el pecho",Asma,Socota
67744095,Ángel Gutiérrez Castillo,1985-08-04,M,OTRO CHORRILLOS NRO.SN BLOQUE. PISO.1 INTERIOR.  MZA.  LOTE. KM.,"dificultad para respirar, sibilancias, opresión en el pecho",Asma,Socota
15637950,Ángel Sara Pérez Torres,1986-01-08,M,CALLAYUC,dolor de cabeza,,Socota
75290140,Juan Olga Mendoza Paredes,1988-02-25,M,EL CUMBE,"pérdida de olfato, tos seca",COVID-19,Socota
63419531,Miguel Marco Rojas Torres,1978-06-26,M,CALLE. A UNA CUADRA DEL PARQUE NRO. PUERTA SN PISO.01,"cansancio, micción frecuente, sed excesiva",Diabetes,Socota
52065886,Fernando Gloria Castillo Delgado,1995-08-10,M,OTRO. CAMINO GRANDE NRO. PUERTA SN PISO.01,"náuseas, dolor abdominal",Gastritis,Socota
44656065,Ana Eduardo González Rodríguez,1995-07-28,M,EL SALLOC,"opresión en el pecho, sibilancias, dificultad para respirar",Asma,Socota
32413489,Rosa Alberto Delgado Rojas,2010-08-04,F,batancillo,acidez estomacal,Migraña,Socota
58911443,Ana Alberto González Flores,2019-07-14,M,OTRO. VISTA ALEGRE NRO. PUERTA SN PISO.01,,,Socota
88486812,Miguel Andrés Cruz Vargas,1998-04-11,F,OTRO COSTADO DE LA INSTITUCION SN   PISO 01,fiebre,,Socota
63009590,Jorge Olga Sánchez Torres,1942-04-07,F,SANTA RITA,"fiebre, tos seca, pérdida de olfato",COVID-19,Socota
57598459,Lucía Raúl Paredes Castillo,1989-03-24,M,CALLAYUC,sensibilidad a la luz,Diabetes,Socota
74333193,Carmen Carolina Cruz Martínez,1976-09-11,F,CASERIO SANTA RITA,"dificultad para respirar, fiebre",COVID-19,Socota
73382758,Lucía Eduardo Mendoza Torres,1994-11-03,M,OTRO. LAGUNAS NRO. PUERTA SN PISO.01,"opresión en el pecho, sibilancias, dificultad para respirar",Asma,Socota
74127954,Jesús Claudia González Rojas,1945-05-17,M,SAN JOSE DE LIRIO,"fiebre, dolor de garganta",Diabetes,Socota
60449273,Verónica Natalia Rojas García,1935-06-01,M,OTRO CAMINO A CHONTAS BAJAS SN   PISO 01,"picazón, estornudos, ojos llorosos",Alergia,Socota
42052808,Marta Eduardo González Flores,1976-04-08,F,EL CUMBE,"fiebre, dolor de garganta",Gripe,Socota
40510476,Marta Héctor Castillo Gutiérrez,1962-07-01,M,SANTA RITA,fiebre,Diabetes,Socota
84178262,Patricia Héctor Silva Martínez,2010-10-19,M,PUQUIO,"dificultad para respirar, sibilancias, opresión en el pecho",Asma,Socota
47413537,Fernando Carolina Sánchez González,2013-09-06,F,CASERIO CHURAZ,"picazón, ojos llorosos",Alergia,Socota
10265389,Fernando Roberto Flores González,1991-05-19,M,CASERIO YAPANA,,COVID-19,Socota
37526096,Patricia García González,1987-09-09,F,CARR. FERNANDO BELAUNDE TERRY NRO. PUERTA SN PISO.01,fiebre,,Socota
84627864,Miguel Luisa Rodríguez Delgado,1955-02-24,F,CALLAYUC,"dificultad para respirar, opresión en el pecho, sibilancias",Asma,Socota
11549007,Pedro Diego Sánchez Flores,2000-05-20,M,,"acidez estomacal, dolor abdominal",Gastritis,Socota
88505120,Sandra Pablo Vargas Sánchez,2008-12-13,M,VILUCO,ojos llorosos,Gastritis,Socota
90918456,Yolanda Pablo Herrera Rodríguez,1993-09-02,F,CASERIO SAN ANTONIO DE VILUCO,,,Socota
50572159,José Héctor Vargas García,1976-05-15,F,CASERIO SAN JOSE DE LIRIO,"sensibilidad a la luz, dolor de cabeza",Migraña,Socota
41670872,Luis González Gutiérrez,2012-01-09,M,CHURAZ,"dolor de garganta, fiebre",Gripe,Socota
42943142,Fernando Claudia Gutiérrez Rodríguez,2002-08-16,M,,"ojos llorosos, picazón",Gastritis,Socota
56928550,Sandra Mónica Torres López,1990-09-29,M,OTRO. CHAQUIMAYO NRO. PUERTA SN PISO.01,"dolor de garganta, fiebre",Gripe,Socota
55949119,Lucía Roberto Mendoza García,1990-05-11,M,CASERIO SANTA RITA,,,Socota
54583462,Lucía Diego Silva López,1994-02-01,F,CASERIO SAN JOSE DE LIRIO,"picazón, ojos llorosos",Alergia,Socota
24975932,Ana Raúl García Castillo,2008-01-09,M,CHURAZ,"náuseas, dolor de cabeza, sensibilidad a la luz",Migraña,Socota
50470555,Rosa Laura Rodríguez Ramírez,1958-10-08,M,SAN JUAN DE CHORRILLOS,"ojos llorosos, estornudos, picazón",Alergia,Socota
93935750,Carlos Olga Vargas Castillo,1989-07-13,M,CASERIO EL PORVENIR,"picazón, estornudos, ojos llorosos",Alergia,Socota
57691973,Rosa Raúl García Herrera,2010-01-27,F,CALLE. LOS JASMINES NRO. PUERTA SN PISO. 1,,Asma,Socota
12499240,Jorge Luisa Martínez García,1988-09-05,F,SAN JOSE DE LIRIO,"acidez estomacal, dolor abdominal",Gastritis,Socota
41225636,Patricia Eduardo Rojas González,1983-07-29,M,,,,Socota
73956158,Lucía Roberto Silva González,2004-01-25,M,OTRO. CHORRILLOS NRO. PUERTA SN PISO.02,"dolor de cabeza, sensibilidad a la luz, náuseas",Migraña,Socota
24079276,Jesús Roberto Castillo Gutiérrez,2001-01-04,M,EL CUMBE,"tos seca, fiebre",COVID-19,Socota
50291954,Rosa Sara Herrera Torres,2005-08-31,M,SAN JOSE,"tos seca, fiebre",COVID-19,Socota
87011126,Sandra Laura Sánchez Vargas,1963-11-12,F,LA PACCHA MIRAFLORES,"dolor abdominal, acidez estomacal",Gastritis,Socota
17139833,Sandra Carolina Vargas Mendoza,1984-05-08,M,OTRO. SAN JOSE NRO. PUERTA SN PISO.01,,,Socota
58024748,María Vargas Mendoza,1966-03-24,M,SAN ANTONIO DE VILUCO,"acidez estomacal, dolor abdominal, náuseas",Gastritis,Socota
18680580,Yolanda Raúl López Torres,1991-12-04,F,CASERIO PUQUIO,"opresión en el pecho, sibilancias, dificultad para respirar",Asma,Socota
79968331,Luis Raúl Pérez Cruz,1967-03-10,F,SAN ANTONIO DE VILUCO,"opresión en el pecho, sibilancias, dificultad para respirar",Asma,Socota
20107253,Sandra Olga González Paredes,2016-10-15,M,OTRO. CALLAYUC NRO. PUERTA SN PISO.01,"dolor de cabeza, sensibilidad a la luz, náuseas",Migraña,Socota
