DNI,Asegurado,FecNac,SEXO,CPP,síntomas,enfermedad detectada,Distrito
65476734,Yolanda Andrés Gutiérrez Vargas,2023-03-24,F,CASERIO  SAN JUAN BAUTISTA,,Asma,San Juan de Cutervo
16331592,Carlos Mendoza Rodríguez,1998-03-26,F,OTRO. SAN ISIDRO NRO. PUERTA SN PISO.01,,,San Juan de Cutervo
17062775,Verónica Mónica Torres Castillo,2006-11-17,M,CASERIO YAPANA,,Hipertensión,San Juan de Cutervo
17322764,Juan Luisa Martínez Rojas,1991-03-21,M,CASERIO SAN JUAN CHORRILLOS,tos,,San Juan de Cutervo
20502382,José Héctor Torres Mendoza,2006-11-15,F,CASERIO SAN JOSE,"dificultad para respirar, tos seca, pérdida de olfato",COVID-19,San Juan de Cutervo
12262049,Verónica Sara Paredes Castillo,2011-11-16,M,PAMPA GRANDE,"congestión nasal, dolor de garganta",Gripe,San Juan de Cutervo
66866396,Juan Isabel Paredes Flores,1966-03-08,F,COMUNIDAD DE SAN JUAN DE CHORRILLOS,"sed excesiva, cansancio",Diabetes,San Juan de Cutervo
79769085,María Claudia Paredes Pérez,2022-03-09,M,CALLAYUC,"dolor abdominal, náuseas, acidez estomacal",Gastritis,San Juan de Cutervo
49917732,Pedro Carolina Delgado Castillo,1999-12-08,M,,,,San Juan de Cutervo
72521464,Jorge Isabel Delgado Gutiérrez,2010-01-06,F,SAN ISIDRO,"dolor de garganta, fiebre",Gripe,San Juan de Cutervo
80809925,José David Torres Gutiérrez,2014-12-10,M,OTRO. SECTOR EL CAMPO NRO. PUERTA SN PISO.01,"opresión en el pecho, dificultad para respirar",Asma,San Juan de Cutervo
45504312,Lucía Diego Paredes Herrera,1995-08-14,M,JR. SAENS PEÑA NRO. PUERTA SN PISO.01,"sensibilidad a la luz, dolor de cabeza",Migraña,San Juan de Cutervo
99115144,Marta Marco Castillo Ramírez,1987-11-08,F,CHURAZ,"sed excesiva, micción frecuente, cansancio",Diabetes,San Juan de Cutervo
81558025,Carlos Raúl Delgado Rodríguez,2012-05-30,F,YAPANA,"fiebre, pérdida de olfato, tos seca",COVID-19,San Juan de Cutervo
17197584,Luis Roberto Vargas Cruz,2017-12-18,F,OTRO. CAMINO A NUEVO MORERO NRO. PUERTA SN PISO.01,,,San Juan de Cutervo
69969976,Sandra Natalia Sánchez Vargas,1995-09-18,F,OTRO AL COSTADO NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"ojos llorosos, picazón, estornudos",Alergia,San Juan de Cutervo
31827870,Ana Roberto Martínez Castillo,2010-12-28,M,EL CUMBE,"dolor de cabeza, mareos",Hipertensión,San Juan de Cutervo
10504925,Verónica Alberto Silva Delgado,2001-09-03,F,MERENDANA,"cansancio, micción frecuente, sed excesiva",Diabetes,San Juan de Cutervo
88274244,Carlos Alberto Flores López,2024-05-21,M,CASERIO YAPANA,dolor de cabeza,,San Juan de Cutervo
53353825,María Mónica Castillo Rojas,1999-08-30,F,OTRO. SAN JOSE NRO. PUERTA SN PISO.02,"sed excesiva, cansancio",Diabetes,San Juan de Cutervo
34933877,Yolanda Héctor López García,1997-07-06,F,EL CUMBE,"náuseas, acidez estomacal",Gastritis,San Juan de Cutervo
47016349,Lucía Sara Paredes Flores,2022-03-15,F,CALLAYUC,fiebre,,San Juan de Cutervo
65023310,Lucía Alberto Silva González,1966-10-20,F,LA PACCHA MIRAFLORES,"dificultad para respirar, tos seca, fiebre",COVID-19,San Juan de Cutervo
23656600,Patricia Diego Castillo Rojas,1978-10-16,M,CRR. FERNANDO BELAUNDE TERRY SN   PISO 01,"dolor de cabeza, sensibilidad a la luz",Migraña,San Juan de Cutervo
48006298,Fernando Laura Sánchez López,2018-07-06,F,CARR. YAPANA NRO. PUERTA SN PISO.01,"sensibilidad a la luz, dolor de cabeza, náuseas",Migraña,San Juan de Cutervo
34535439,Sandra Roberto Cruz Flores,2016-07-15,F,SAN ISIDRO,"estornudos, picazón, ojos llorosos",Alergia,San Juan de Cutervo
35962680,Jorge Ramírez Pérez,1945-05-10,F,PUQUIO,"visión borrosa, mareos, dolor de cabeza",Hipertensión,San Juan de Cutervo
62703553,María Héctor Flores Gutiérrez,1963-07-06,F,CALLAYUC,,Alergia,San Juan de Cutervo
81996464,Ana Diego Herrera Silva,2004-07-14,M,OTRO CHORRILLOS NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,fiebre,,San Juan de Cutervo
32646158,Rosa Raúl Ramírez Gutiérrez,1960-08-02,M,HUABAL,,Gastritis,San Juan de Cutervo
45332164,Ana Andrés Castillo Silva,1984-11-11,F,EL CUMBE,,Migraña,San Juan de Cutervo
97264109,Sandra Olga Vargas Cruz,1986-02-28,M,CUCHEA,"mareos, visión borrosa, dolor de cabeza",Hipertensión,San Juan de Cutervo
16062628,Sandra Olga Torres Vargas,2015-04-06,M,CHONTAS,"sibilancias, opresión en el pecho",Gastritis,San Juan de Cutervo
38163672,Lucía Claudia Sánchez Mendoza,1981-10-02,M,OTRO CHONTAS BAJAS NRO.SN BLOQUE. PISO.02 INTERIOR.  MZA.  LOTE.,dificultad para respirar,Alergia,San Juan de Cutervo
98539460,Verónica Isabel Rodríguez Mendoza,2013-04-03,F,OTRO. CHOTAS ALTAS NRO. PUERTA SN PISO.01,"fiebre, tos seca, pérdida de olfato",COVID-19,San Juan de Cutervo
62813959,Jesús Andrés Ramírez Flores,2010-09-14,F,CASERIO SAN JUAN DE CHORRILLOS,dificultad para respirar,Gastritis,San Juan de Cutervo
41567934,Yolanda Gloria Castillo Mendoza,2017-05-29,F,,"micción frecuente, sed excesiva",Diabetes,San Juan de Cutervo
47118146,Carmen Raúl Ramírez Herrera,2012-10-28,F,CASERIO CUCHEA,"picazón, ojos llorosos",Alergia,San Juan de Cutervo
95743519,Luis Alberto Mendoza Paredes,2004-03-01,F,JR. COMERCIO SN   PISO 01,"sibilancias, dificultad para respirar, opresión en el pecho",Asma,San Juan de Cutervo
48093765,Marta Marco Gutiérrez Silva,1972-03-30,M,SAN ISIDRO,"visión borrosa, mareos, dolor de cabeza",Hipertensión,San Juan de Cutervo
29229454,Patricia Héctor Ramírez Herrera,1977-06-20,M,CALLAYUC,"estornudos, picazón",Alergia,San Juan de Cutervo
42400746,María Isabel García Castillo,1967-09-05,M,CASERIO YAPANA,"dolor de cabeza, mareos, visión borrosa",Hipertensión,San Juan de Cutervo
95028435,Sandra Raúl Flores Vargas,1987-09-10,F,EL CUMBE,"tos, dolor de garganta",Gripe,San Juan de Cutervo
62881434,Yolanda Mendoza Cruz,2016-12-10,F,OTRO. SANTA RITA NRO. PUERTA 000 PISO.01,"fiebre, dificultad para respirar",COVID-19,San Juan de Cutervo
29603198,Jorge Gloria Rojas Vargas,1953-10-06,M,05SANTA RITA,,,San Juan de Cutervo
46898461,Jorge Mónica Rodríguez Flores,2015-11-30,F,CARR. VISTA ALEGRA NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"sed excesiva, micción frecuente",Diabetes,San Juan de Cutervo
31287287,Pedro Raúl Ramírez Gutiérrez,2014-01-04,F,SAN JUAN DE CHORRILLOS,dolor de cabeza,,San Juan de Cutervo
41249479,Carlos Isabel Torres Mendoza,1997-05-31,F,YAPANA,"dolor de cabeza, sensibilidad a la luz, náuseas",Migraña,San Juan de Cutervo
44065606,Carlos Diego Rodríguez Rojas,1979-07-06,M,CASERIO CHURAZ,"micción frecuente, cansancio",Diabetes,San Juan de Cutervo
28914213,María Gloria López Delgado,2002-10-26,M,CUCHEA NOGAL,"fiebre, dificultad para respirar, pérdida de olfato",COVID-19,San Juan de Cutervo
54586386,Ángel Héctor Herrera Rojas,1993-07-28,M,CP.QUEROMARCA,micción frecuente,Asma,San Juan de Cutervo
95920691,Rosa Héctor Sánchez Gutiérrez,2013-10-10,F,CUMBE,"congestión nasal, fiebre",Gripe,San Juan de Cutervo
63491424,Ángel Raúl Martínez García,2014-08-12,M,CALLE COMERCIO SN,"sensibilidad a la luz, náuseas, dolor de cabeza",Migraña,San Juan de Cutervo
21952829,Fernando Eduardo Vargas Paredes,1997-03-12,M,JR. SAENS PEÑA NRO. PUERTA SN PISO.01,,,San Juan de Cutervo
46920960,Lucía Marco García Rodríguez,2003-10-20,M,caserio chorrillos,"cansancio, sed excesiva",Diabetes,San Juan de Cutervo
45670765,Yolanda Olga Castillo Pérez,2002-04-15,F,OTRO. JUNTAS NRO. PUERTA SN PISO.01,"náuseas, acidez estomacal",Gastritis,San Juan de Cutervo
14173563,Jorge Héctor Castillo Sánchez,1944-03-12,F,,"ojos llorosos, picazón, estornudos",Alergia,San Juan de Cutervo
46138087,Miguel Natalia Flores Vargas,1971-05-30,F,CALLAYUC,tos,,San Juan de Cutervo
11756988,Miguel Diego Cruz Rodríguez,1989-04-08,M,LA UNION,"sed excesiva, cansancio, micción frecuente",Diabetes,San Juan de Cutervo
42433859,Sandra Héctor Torres Rojas,1976-06-18,F,OTRO CHONTAS ALTAS NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"dificultad para respirar, opresión en el pecho",Migraña,San Juan de Cutervo
79270893,Jesús Isabel Herrera López,2007-04-19,F,CASERIO SANTA FE,"sed excesiva, cansancio",Diabetes,San Juan de Cutervo
41656530,Marta Carolina Delgado Mendoza,2000-09-25,F,C.P.EL CUMBE,"cansancio, sed excesiva, micción frecuente",Diabetes,San Juan de Cutervo
27946722,Jorge Flores Pérez,2004-10-13,F,CUCHEA,"tos seca, fiebre",COVID-19,San Juan de Cutervo
21959298,Marta Carolina Pérez López,1961-04-29,M,OTRO OTRO NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"dolor abdominal, acidez estomacal",Gastritis,San Juan de Cutervo
23628746,Jesús Roberto Sánchez López,2002-10-31,M,CASERIO CHONTAS,"dolor de cabeza, sensibilidad a la luz, náuseas",Migraña,San Juan de Cutervo
33680435,Jesús Raúl Gutiérrez Rojas,1992-09-30,M,C.P.EL CUMBE,"estornudos, picazón",Alergia,San Juan de Cutervo
34251410,Marta Andrés Silva Vargas,1990-06-11,F,SAN JOSE DE LIRIO,"pérdida de olfato, fiebre",COVID-19,San Juan de Cutervo
52717907,Pedro David Sánchez Castillo,2019-01-11,M,OTRO. PERLAMAYO NRO. PUERTA SN PISO.01,,,San Juan de Cutervo
51740498,Miguel Raúl Gutiérrez Vargas,1974-06-05,M,OTRO CAMINO A LA LLANGUA SN   PISO 01,tos,,San Juan de Cutervo
88464864,Carmen Diego Martínez González,1937-07-18,M,MERENDANA,"sensibilidad a la luz, náuseas",Migraña,San Juan de Cutervo
50290198,María Olga Castillo Vargas,2007-03-04,M,CHONTAS BAJAS,"mareos, visión borrosa, dolor de cabeza",Hipertensión,San Juan de Cutervo
80868459,Miguel Roberto Ramírez Pérez,2019-05-01,M,PJ. SAN JUAN DIOS NRO. PUERTA SN PISO.01,"sensibilidad a la luz, dolor de cabeza, náuseas",Migraña,San Juan de Cutervo
67789333,Ángel Alberto Pérez Sánchez,1989-08-15,M,CASERIO LLANGUA,"sibilancias, opresión en el pecho, dificultad para respirar",Asma,San Juan de Cutervo
30811131,Miguel Natalia Herrera Vargas,2013-08-11,M,SAN ISIDRO,,,San Juan de Cutervo
91171860,Fernando Marco Castillo Flores,1998-08-07,M,BATANCILLO,"ojos llorosos, picazón, estornudos",Alergia,San Juan de Cutervo
23864877,María Carolina Rojas Gutiérrez,1962-06-22,F,EL CUMBE,"mareos, visión borrosa",Hipertensión,San Juan de Cutervo
77427261,Rosa Diego García Rojas,1969-12-05,M,CASERIO SAN JOSE,"cansancio, sed excesiva",Diabetes,San Juan de Cutervo
70383538,Juan Claudia Paredes Mendoza,1993-01-14,F,CASERIO EL SALLO,,,San Juan de Cutervo
68597750,Jesús Olga Mendoza Pérez,2015-03-23,M,OTRO. CALLAYUC NRO. PUERTA SN PISO.01,"fiebre, dificultad para respirar, pérdida de olfato",COVID-19,San Juan de Cutervo
88091117,Patricia Pablo Sánchez Cruz,2011-11-18,M,EL CUMBE,"náuseas, dolor de cabeza",Migraña,San Juan de Cutervo
22325292,José Carolina Vargas Castillo,2006-11-17,M,CASERIO YAPANA,,Hipertensión,San Juan de Cutervo
19091248,Jesús Isabel Cruz Castillo,2024-01-23,F,SAN JOSE,"cansancio, micción frecuente, sed excesiva",Diabetes,San Juan de Cutervo
13524650,Miguel Héctor López Paredes,1945-08-28,M,SAN JOSE LIRIO,,,San Juan de Cutervo
32814366,Carlos Héctor Pérez Torres,2002-07-19,M,,"picazón, estornudos",Alergia,San Juan de Cutervo
53089970,Ángel Mónica Rodríguez Flores,2008-11-28,F,SAN ISIDRO,"micción frecuente, cansancio",COVID-19,San Juan de Cutervo
73764874,Lucía Héctor Sánchez Delgado,1953-09-13,F,POSA SECA,"náuseas, sensibilidad a la luz",Migraña,San Juan de Cutervo
82315997,Carlos Raúl Herrera Rojas,2011-02-19,F,EL CUMBE,"opresión en el pecho, sibilancias, dificultad para respirar",Asma,San Juan de Cutervo
65293591,Verónica Laura Rojas Herrera,1937-01-15,F,VILUCO,"sensibilidad a la luz, dolor de cabeza",Migraña,San Juan de Cutervo
34672862,Lucía Isabel Rodríguez Cruz,2012-05-25,M,CHONTAS ALTAS,"dolor de cabeza, mareos, visión borrosa",Hipertensión,San Juan de Cutervo
56474204,Marta Roberto Sánchez López,2023-12-03,M,SAN ISIDRO,"pérdida de olfato, fiebre, dificultad para respirar",COVID-19,San Juan de Cutervo
25188464,Ángel Eduardo Paredes Cruz,1976-08-15,F,JR. COMERCIO NRO. PUERTA SN PISO.01,"congestión nasal, dolor de garganta, tos",Gripe,San Juan de Cutervo
28966014,Juan Natalia Pérez Silva,2005-09-13,M,COMUNIDAD SAN ISIDRO,"ojos llorosos, estornudos",Alergia,San Juan de Cutervo
15045118,Fernando Olga Paredes Vargas,2005-09-29,M,SAN ISIDRO,"tos seca, pérdida de olfato, fiebre",COVID-19,San Juan de Cutervo
76385478,Carmen Héctor Rodríguez Torres,2000-03-13,F,OTRO BATANCILIO NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE. km.,"picazón, estornudos",Asma,San Juan de Cutervo
79148837,María Isabel Sánchez Cruz,2004-07-28,F,SAN JUAN DE CHORRILLOS,micción frecuente,Alergia,San Juan de Cutervo
76351707,Yolanda Ramírez García,1995-09-28,M,OTRO. SECTOR BRAZIL NRO. PUERTA SN PISO.01,"dolor abdominal, acidez estomacal",Gastritis,San Juan de Cutervo
63546713,Juan Gloria Castillo González,2015-06-30,F,EL CUMBE,"dolor de cabeza, náuseas",Migraña,San Juan de Cutervo
89047371,José Diego Rojas Sánchez,1969-03-28,F,CALLAYUC,,,San Juan de Cutervo
65225422,Pedro Sara Paredes Rodríguez,2003-07-29,F,CASERIO SAN JOSE DE LIRIO,"visión borrosa, mareos, dolor de cabeza",Hipertensión,San Juan de Cutervo
85119875,Carlos Andrés Flores Castillo,2015-07-13,M,EL CUMBE,"dificultad para respirar, opresión en el pecho, sibilancias",Asma,San Juan de Cutervo
42133089,Fernando Laura Rojas Paredes,2000-03-28,F,,"dificultad para respirar, sibilancias, opresión en el pecho",Asma,San Juan de Cutervo
79811641,Yolanda Gloria Herrera García,1942-01-02,F,05SAN ANTONIO DE VILUCO,"dolor de cabeza, náuseas, sensibilidad a la luz",Migraña,San Juan de Cutervo
99415245,Fernando Rojas Ramírez,1996-02-06,F,OTRO VISTA ALEGRE NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"pérdida de olfato, dificultad para respirar",COVID-19,San Juan de Cutervo
91542096,Miguel Sara Delgado Cruz,1964-12-09,F,JR. ALFONSO UGARTE NRO. PUERTA 0107 PISO.01,"dolor de cabeza, sensibilidad a la luz",Migraña,San Juan de Cutervo
41150922,Rosa David Cruz Flores,2017-12-05,M,OTRO. VILUCO NRO. PUERTA SN PISO.01,"opresión en el pecho, dificultad para respirar",Asma,San Juan de Cutervo
90819767,Jesús Pablo Torres Rojas,2008-12-10,M,BATANCILLO,"sensibilidad a la luz, dolor de cabeza, náuseas",Migraña,San Juan de Cutervo
49754065,Luis Mónica García Rodríguez,2005-03-13,F,CALLAYUC,"náuseas, sensibilidad a la luz",Gripe,San Juan de Cutervo
42668584,Fernando Claudia Ramírez García,1955-05-20,M,EL CUMBE,"micción frecuente, cansancio",Diabetes,San Juan de Cutervo
44369389,Luis David Gutiérrez Flores,2011-03-18,F,CASERIO SAN JUAN DE CHORRILLOS,"congestión nasal, dolor de garganta, tos",Gripe,San Juan de Cutervo
98780296,Carmen Carolina Pérez Rodríguez,1993-07-27,M,EL CUMBE,"congestión nasal, fiebre",Gripe,San Juan de Cutervo
94107218,Lucía Diego Gutiérrez Herrera,1987-02-13,M,OTRO LA CONGA NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"acidez estomacal, náuseas, dolor abdominal",Gastritis,San Juan de Cutervo
50864423,Lucía Alberto García Vargas,1997-02-09,M,CASERIO SALLOC,"náuseas, dolor abdominal",Gastritis,San Juan de Cutervo
80000015,Rosa Flores González,1998-01-22,M,EL CUMBE,"estornudos, picazón",Alergia,San Juan de Cutervo
55694169,Lucía Laura Silva Paredes,2016-09-14,F,,"sensibilidad a la luz, náuseas, dolor de cabeza",Migraña,San Juan de Cutervo
47192190,Rosa Eduardo Paredes García,2017-08-29,F,OTRO. CAMINO A CATARATA VELO DE NOVIA NRO. PUERTA SN PISO.01,"fiebre, tos, congestión nasal",Gripe,San Juan de Cutervo
43655210,Ángel Raúl Pérez Paredes,1939-05-15,M,PUQUIO,"cansancio, micción frecuente",Diabetes,San Juan de Cutervo
57915980,Jorge Mónica Sánchez Paredes,1969-07-14,F,SANTA RITA,"náuseas, dolor de cabeza, sensibilidad a la luz",Migraña,San Juan de Cutervo
31373868,Rosa Diego Delgado Sánchez,1970-01-01,M,SAN ISIDRO,"micción frecuente, sed excesiva",Diabetes,San Juan de Cutervo
73397610,Marta Mónica González Herrera,2006-04-12,M,SANJOSE DE LIRIO,"sed excesiva, micción frecuente",Gastritis,San Juan de Cutervo
90427280,Jesús Laura Rodríguez Mendoza,1981-01-08,M,SAN ISIDRO,"náuseas, dolor abdominal",Gastritis,San Juan de Cutervo
43393194,Rosa Pérez López,2019-04-16,M,OTRO. SAN JUAN DE CHORRILLOS NRO. PUERTA SN PISO.01,,,San Juan de Cutervo
46478596,Luis Carolina Paredes Rodríguez,1929-03-30,F,SAN JOSE DE LIRIO,mareos,Alergia,San Juan de Cutervo
41225458,Yolanda Sara Castillo García,1994-04-01,M,CASERIO GRAMALOTILLO,"sensibilidad a la luz, náuseas",Migraña,San Juan de Cutervo
47765613,Carlos David González Martínez,1962-09-13,M,OTRO CAMINO AL PORVENIR SN   PISO 01,,Gastritis,San Juan de Cutervo
79196801,Luis Olga Sánchez González,1940-08-30,F,OTRO CAMINO A CHONTAS BAJAS SN   PISO 01,"estornudos, picazón",Alergia,San Juan de Cutervo
48888742,Verónica Marco Pérez Delgado,1989-12-17,M,OTRO CALLAYUC NRO.SN BLOQUE. PISO.1 INTERIOR.  MZA.  LOTE. km.,,,San Juan de Cutervo
56106764,Luis Gloria Silva Pérez,2002-07-13,F,SAN JOSE,"dolor de cabeza, náuseas",Migraña,San Juan de Cutervo
40730792,Yolanda Eduardo González Ramírez,1961-06-25,M,CASERIO LA LLANGUA,"tos seca, dificultad para respirar",COVID-19,San Juan de Cutervo
73832410,Jesús Andrés Torres Martínez,2003-05-08,M,OTRO. HUERTILLAS NRO. PUERTA SN PISO.01,"náuseas, acidez estomacal",Gastritis,San Juan de Cutervo
50530140,Sandra Andrés Herrera Rodríguez,1994-05-15,M,OTRO. FRENTE AL CAMPO DEPORTIVO NRO. PUERTA SN PISO.01,"cansancio, micción frecuente",Diabetes,San Juan de Cutervo
36330948,Fernando Mónica Martínez Flores,1983-11-15,M,CHONTAS ALTAS,"picazón, estornudos, ojos llorosos",Alergia,San Juan de Cutervo
67422692,Pedro Natalia Pérez Paredes,1966-07-16,F,SAN ANTONIO DE VILUCO,"tos seca, dificultad para respirar, pérdida de olfato",COVID-19,San Juan de Cutervo
97735402,Fernando Diego Ramírez Vargas,1958-11-20,M,CALLAYUC,"dolor de cabeza, visión borrosa, mareos",Hipertensión,San Juan de Cutervo
48974483,Yolanda Andrés Silva Pérez,2010-09-17,M,VILUCO,"cansancio, sed excesiva",COVID-19,San Juan de Cutervo
68121585,Juan Claudia Rodríguez Gutiérrez,2008-10-24,F,EL PORVENIR,,Migraña,San Juan de Cutervo
21043272,María Eduardo Delgado González,1970-09-10,F,CASERIO CUCHEA,"micción frecuente, cansancio",Diabetes,San Juan de Cutervo
96908153,Verónica Diego Flores Ramírez,2018-05-17,M,OTRO. CHORILLOS NRO. PUERTA SN PISO.01,"náuseas, sensibilidad a la luz",Gastritis,San Juan de Cutervo
48223233,Carlos Raúl López González,1997-01-08,M,EL CUMBE,"náuseas, dolor de cabeza",Diabetes,San Juan de Cutervo
12348352,Lucía Laura Ramírez Paredes,1950-06-30,M,CALLAYUC,"sibilancias, opresión en el pecho",Asma,San Juan de Cutervo
24079325,Pedro Natalia Castillo Rodríguez,1996-08-06,M,CASERIO YAPANA,"picazón, ojos llorosos",Hipertensión,San Juan de Cutervo
45594248,Miguel Pablo Delgado Gutiérrez,1988-02-15,M,,"picazón, estornudos",Diabetes,San Juan de Cutervo
52544895,Verónica Andrés García Vargas,1998-04-01,F,OTRO SAN JOSE NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE. KM.,"dolor de cabeza, mareos, visión borrosa",Hipertensión,San Juan de Cutervo
17177393,Sandra Andrés Pérez González,1987-11-14,M,OTRO. SANTA RITA NRO. PUERTA SN PISO.01,"congestión nasal, dolor de garganta",Diabetes,San Juan de Cutervo
94353479,Verónica Luisa Torres Delgado,1972-09-29,F,YAPANA,"acidez estomacal, náuseas",Gastritis,San Juan de Cutervo
68851170,Patricia Marco Delgado Paredes,1960-01-16,M,CASERIO SAN ISIDRO,"picazón, estornudos",Alergia,San Juan de Cutervo
77576508,Rosa Andrés Rojas Flores,1965-09-27,F,SAN JOSE,"dolor de cabeza, sensibilidad a la luz",Migraña,San Juan de Cutervo
44964978,Yolanda Luisa Ramírez Delgado,1983-07-29,M,,,,San Juan de Cutervo
22835943,Carlos Isabel Delgado Mendoza,1987-12-27,M,OTRO LA MERENDANA NRO.SN BLOQUE.0 PISO.01 INTERIOR. 000 MZA. 0 LOTE.,"náuseas, dolor abdominal",Gastritis,San Juan de Cutervo
22869156,Pedro Héctor Rojas Herrera,1964-02-19,M,CUCHEA,mareos,Diabetes,San Juan de Cutervo
62719950,Juan Olga Silva Gutiérrez,1977-12-19,F,CASERIO CUCHEA NOGAL,"ojos llorosos, estornudos",Alergia,San Juan de Cutervo
53041597,Luis Gloria García Martínez,1972-10-22,F,CASERIO YAPANA,"dolor de cabeza, visión borrosa",Hipertensión,San Juan de Cutervo
15095794,Carmen Héctor García Paredes,2012-02-07,F,ANTA RITA,"fiebre, tos",Gripe,San Juan de Cutervo
13775383,Jorge Isabel Silva Flores,1989-02-05,M,CASERIO YAPANA,"tos seca, fiebre, dificultad para respirar",COVID-19,San Juan de Cutervo
12989159,María Olga Rojas Ramírez,1979-09-16,F,CHURAZ,"picazón, estornudos",Alergia,San Juan de Cutervo
83063725,Lucía Laura López Gutiérrez,2001-09-24,M,CASERIO EL CUMBE,,,San Juan de Cutervo
71532168,Miguel Pablo Torres Rojas,1989-08-22,F,COMUNIDAD DE VILUCO,fiebre,,San Juan de Cutervo
84393569,Sandra Sara Torres Martínez,2012-03-10,M,VISTA ALEGRE,"micción frecuente, cansancio",Diabetes,San Juan de Cutervo
51541812,Carlos Pérez Mendoza,1972-08-25,F,C.P.EL CUMBE,fiebre,Asma,San Juan de Cutervo
33343839,Ángel Sara Vargas Paredes,1975-11-20,F,CASERIO CHONTAS,tos,,San Juan de Cutervo
48650073,Yolanda Carolina Gutiérrez García,1966-11-01,M,SAN JOSE,"opresión en el pecho, sibilancias",Asma,San Juan de Cutervo
14079799,María Mónica Martínez Vargas,1996-06-12,F,SECTOR EL CAMPO,"opresión en el pecho, sibilancias",Asma,San Juan de Cutervo
90422688,Pedro Pablo Cruz García,1988-07-03,M,OTRO. CHAQUIMAYO NRO. PUERTA SN PISO.01,,,San Juan de Cutervo
58819689,Carmen Andrés Gutiérrez Rodríguez,2016-11-30,F,OTRO. SAN FRANCISCO NRO. PUERTA SN PISO.01,"visión borrosa, dolor de cabeza, mareos",Hipertensión,San Juan de Cutervo
86200320,Rosa Pablo Pérez Vargas,1968-12-02,M,OTRO FRENTE A LA INSTITUCIONI SN   PISO 01,"acidez estomacal, dolor abdominal",Gastritis,San Juan de Cutervo
93669763,Luis Laura Rojas Torres,2013-10-26,F,CASERIO VILUCO,"dolor de cabeza, sensibilidad a la luz",Migraña,San Juan de Cutervo
83816690,Ana Claudia Sánchez Castillo,1958-08-06,M,CUMBE,"dificultad para respirar, sibilancias, opresión en el pecho",Asma,San Juan de Cutervo
68052075,Luis Héctor Rojas Torres,2010-04-02,M,UNION SAN JOSE,"pérdida de olfato, fiebre",COVID-19,San Juan de Cutervo
73826440,Rosa Sara Silva García,1983-01-27,F,EL SALLOC,"náuseas, acidez estomacal",Gastritis,San Juan de Cutervo
36083095,Ana Raúl Paredes Rojas,2013-02-13,M,SAN JUAN BAUTISTIA,"ojos llorosos, picazón",Alergia,San Juan de Cutervo
