DNI,Asegurado,FecNac,SEXO,CPP,síntomas,enfermedad detectada,Distrito
54393854,Jesús Héctor González Delgado,1994-03-12,F,CARR. A SAN JOSE DE LIRIO NRO. PUERTA SN PISO.01,"mareos, visión borrosa, dolor de cabeza",Hipertensión,Santo Tomás
16158132,Jorge Gloria Mendoza Torres,2014-11-15,M,AAHH LADERAS DE CHILLON MZ Z LOTE 159,,Gastritis,Santo Tomás
23265072,Carlos Pablo Flores Sánchez,1967-11-28,M,C.P.EL CUMBE,"fiebre, dolor de garganta",Gripe,Santo Tomás
48197384,Rosa Marco Pérez Flores,1960-12-08,M,OTRO. YUBE NRO. PUERTA SN PISO.01,"ojos llorosos, estornudos",Alergia,Santo Tomás
42607506,Verónica Carolina Ramírez Castillo,2017-09-26,M,CALLE. CHONTAS NRO. PUERTA SN PISO.01,tos,,Santo Tomás
15307219,Sandra Gloria García Delgado,1969-01-15,M,SAN ANTONIO DE VILUCO,"dolor abdominal, náuseas, acidez estomacal",Gastritis,Santo Tomás
19025330,Miguel Sara Martínez Paredes,1979-09-09,F,OTRO. CALLAYUC NRO. PUERTA SN PISO.01,"dificultad para respirar, sibilancias, opresión en el pecho",Asma,Santo Tomás
96943120,Verónica Alberto Delgado García,2018-08-13,F,OTRO. CUMBE NRO. PUERTA SN PISO.01,dolor de cabeza,,Santo Tomás
92807816,Patricia Isabel Torres Ramírez,2015-12-05,F,OTRO SAN JUAN BAUTISTA NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"cansancio, micción frecuente",Diabetes,Santo Tomás
45753435,Lucía Marco Martínez Rodríguez,2022-03-23,M,CALLE BARRIOS ALTOS S/N,"picazón, ojos llorosos, estornudos",Alergia,Santo Tomás
93096032,María Raúl Rodríguez Delgado,1974-03-27,M,CASERIO LA UNION,acidez estomacal,Gastritis,Santo Tomás
63622005,Ana Isabel Rodríguez Paredes,1998-04-07,M,VILUCO,"acidez estomacal, dolor abdominal",Gastritis,Santo Tomás
85645047,Verónica Eduardo González Pérez,2013-04-13,M,OTRO SAN JUAN  DE CHORRILOS NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"tos, fiebre",Gripe,Santo Tomás
92493041,José Héctor Rodríguez Ramírez,2007-10-15,M,CASERIO BATANCILLO,dificultad para respirar,Asma,Santo Tomás
46221581,Ángel David Sánchez Silva,1987-02-18,M,COMUNIDAD DE CHORRILLOS,,,Santo Tomás
60595121,María Raúl Sánchez Silva,2011-12-24,F,MERENDANA,"sibilancias, dificultad para respirar",Asma,Santo Tomás
49671956,Jesús Roberto Rodríguez Rojas,1943-10-15,M,CASERIO YAPANA,"dolor abdominal, náuseas, acidez estomacal",Gastritis,Santo Tomás
89544512,Juan Isabel Delgado Rojas,1988-01-10,F,CASERIO SAN JUAN DE CHORRILLOS,"sibilancias, dificultad para respirar",Asma,Santo Tomás
58913250,Jesús Alberto García Gutiérrez,2018-06-26,M,OTRO SAN ISIDRO NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"dolor de garganta, congestión nasal",Gripe,Santo Tomás
37511813,Ángel Mónica Ramírez Rodríguez,2018-06-20,M,OTRO. CUMBE NRO. PUERTA SN PISO.01,sed excesiva,Asma,Santo Tomás
42175997,Yolanda Luisa Rojas Flores,1966-07-16,F,SAN ANTONIO DE VILUCO,"tos seca, dificultad para respirar, pérdida de olfato",COVID-19,Santo Tomás
74581509,Lucía Alberto Torres Vargas,1980-09-26,M,OTRO CUMBE NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,,Asma,Santo Tomás
50405300,Sandra Laura Rodríguez Delgado,1990-05-13,F,CHONTAS BAJAS,dolor de garganta,Gripe,Santo Tomás
22191236,Luis Natalia Flores Pérez,1970-01-01,M,EL CUMBE,tos,,Santo Tomás
36083715,Pedro Laura Flores Gutiérrez,1963-07-14,M,SAN JOSE,"ojos llorosos, estornudos",Alergia,Santo Tomás
46131544,Pedro David González Gutiérrez,2012-05-24,F,OTRO. COSTADO DE LA CASA COMUNAL NRO. PUERTA SN PISO.01,"dolor de cabeza, sensibilidad a la luz",Migraña,Santo Tomás
91992406,Rosa Héctor Flores Pérez,2008-06-06,F,C.P.EL CUMBE,pérdida de olfato,Gripe,Santo Tomás
47848540,Patricia Mónica Silva Castillo,1968-02-25,M,UNION SAN JOSE,"ojos llorosos, estornudos, picazón",Alergia,Santo Tomás
94193291,Sandra Sara Cruz Torres,1989-07-25,M,,"náuseas, sensibilidad a la luz, dolor de cabeza",Migraña,Santo Tomás
14302322,Pedro Natalia Herrera Cruz,2007-03-09,M,caserio batancillo,"ojos llorosos, picazón",Alergia,Santo Tomás
13033721,José Marco Castillo García,2008-01-07,F,LA LIBERTAD,"náuseas, dolor abdominal",Gastritis,Santo Tomás
60228194,María Gloria Pérez Castillo,2003-03-21,M,05YAPANA,,,Santo Tomás
33319687,Lucía Diego Herrera González,1968-01-14,M,OTRO SAN JUAN BAUTISTA NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"fiebre, dolor de garganta",Gripe,Santo Tomás
43674949,Marta Mónica Flores López,2015-05-22,F,OTRO. SN NRO. PUERTA SN PISO.01,,,Santo Tomás
42992521,José Castillo López,1976-04-30,M,CASERIO BATANCILLO,"fiebre, tos",Gripe,Santo Tomás
55013810,Patricia David Pérez Silva,1998-07-15,M,VILUCO,tos,,Santo Tomás
66533148,Fernando Raúl Gutiérrez Silva,1996-10-26,M,CARR. A SAN JOSE DE LIRIO NRO. PUERTA SN PISO.01,"tos, dolor de garganta",Gripe,Santo Tomás
19535371,María Claudia Paredes Pérez,2017-09-20,F,OTRO. CHONTAS ALTAS NRO. PUERTA SN PISO.01,"fiebre, congestión nasal",Gripe,Santo Tomás
38797919,Jorge Héctor Paredes Flores,1961-07-03,F,EL CUMBE,"dolor de cabeza, náuseas",Migraña,Santo Tomás
82715388,Yolanda Mónica Delgado Rojas,1998-06-09,M,OTRO. SECTOR PALURAN NRO. PUERTA SN PISO.01,"acidez estomacal, náuseas",Gastritis,Santo Tomás
93050916,Jorge Luisa García González,1993-12-20,F,CARR. AL CUMBE NRO. PUERTA SN PISO.01,"fiebre, dolor de garganta, congestión nasal",Gripe,Santo Tomás
54761545,Carlos Alberto Herrera Rojas,2004-11-21,F,POSA SECA,"picazón, ojos llorosos, estornudos",Alergia,Santo Tomás
54105864,Carlos Eduardo Mendoza Torres,2015-09-11,F,CARR. SAN JOSE DE LIRIO NRO. PUERTA SN PISO.01,"dolor de cabeza, visión borrosa",Hipertensión,Santo Tomás
37615352,Yolanda Roberto Vargas Delgado,1992-07-05,F,OTRO CALLAYUC NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE. km.,"visión borrosa, dolor de cabeza, mareos",Hipertensión,Santo Tomás
28325389,Fernando Héctor Torres López,2009-07-22,F,CALLE COMERCIO SN,mareos,Gastritis,Santo Tomás
10254717,Ángel Claudia Rojas Vargas,2021-01-07,M,CASERIO EL PORVENIR,"tos seca, dificultad para respirar",COVID-19,Santo Tomás
73565824,Rosa Sara Paredes Herrera,2023-08-13,M,C.P  SECTOR EL CAMPO,"opresión en el pecho, sibilancias",Asma,Santo Tomás
72366525,Jorge Eduardo Rojas Rodríguez,1992-02-12,M,OTRO. CUMBE NRO. PUERTA SN PISO.01,"dolor abdominal, acidez estomacal, náuseas",Gastritis,Santo Tomás
78048850,Lucía Pablo García Flores,2001-10-16,M,UNION SAN JOSE,"tos, dolor de garganta",Gripe,Santo Tomás
42374806,Luis Pablo Martínez Sánchez,1982-03-11,F,CP.EL CUMBE,"visión borrosa, dolor de cabeza",Diabetes,Santo Tomás
29999624,Miguel Natalia Cruz Gutiérrez,1989-10-28,M,OTRO LA PALMA NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"opresión en el pecho, dificultad para respirar",Asma,Santo Tomás
18542552,Ángel Pablo González Martínez,2014-06-04,M,LA UNION,"ojos llorosos, estornudos",Alergia,Santo Tomás
73917153,Verónica Eduardo Flores Mendoza,1978-04-20,F,CALLAYUC,"sed excesiva, cansancio",Gripe,Santo Tomás
15620720,Lucía Claudia Ramírez Rojas,2009-08-13,M,CASERIO EL PUQUIO,,,Santo Tomás
73264063,Carlos Sara López Rodríguez,1987-11-14,M,OTRO. SANTA RITA NRO. PUERTA SN PISO.01,"congestión nasal, dolor de garganta",Diabetes,Santo Tomás
77039663,Marta Héctor López Rojas,2018-12-10,M,OTRO. PINDOC NRO. PUERTA SN PISO.01,,,Santo Tomás
79143904,Fernando Claudia Flores Cruz,1984-03-21,F,CALLAYUC,"dolor de cabeza, visión borrosa, mareos",Hipertensión,Santo Tomás
69752937,Jesús Alberto López Cruz,1959-07-15,M,CP.EL CUMBE,"sibilancias, dificultad para respirar, opresión en el pecho",Asma,Santo Tomás
69659309,Jorge David Torres López,2013-06-26,M,CASERIO CUCHEA,"dificultad para respirar, sibilancias, opresión en el pecho",Asma,Santo Tomás
44154942,Lucía Gloria Paredes Mendoza,1992-04-07,F,OTRO. CASERIO LIMON NRO. PUERTA SN PISO.01,"dificultad para respirar, fiebre",COVID-19,Santo Tomás
96131745,Yolanda Luisa Paredes Herrera,1984-11-28,F,QUEROMARCA,"dificultad para respirar, fiebre, pérdida de olfato",COVID-19,Santo Tomás
53721986,Marta Roberto Vargas Delgado,1990-12-22,F,CASERIO YAPANA,náuseas,Gastritis,Santo Tomás
25530992,José Sara Rojas Martínez,1996-12-10,M,C.P.EL CUMBE,"dolor abdominal, náuseas, acidez estomacal",Gastritis,Santo Tomás
99004388,Miguel Mónica González López,2020-01-25,F,CASERIO BATANCILLO,"acidez estomacal, náuseas",Gastritis,Santo Tomás
84263276,Jesús Carolina Flores Rojas,1981-10-02,M,OTRO CHONTAS BAJAS NRO.SN BLOQUE. PISO.02 INTERIOR.  MZA.  LOTE.,dificultad para respirar,Alergia,Santo Tomás
37605368,Jesús David Flores Martínez,1986-12-13,M,CALLE SAENZ PEÑA,"dolor de cabeza, náuseas, sensibilidad a la luz",Migraña,Santo Tomás
83855857,Juan Laura Vargas Gutiérrez,1987-03-07,F,SECTOR BARRIOS ALTOS S/N,"picazón, ojos llorosos, estornudos",Alergia,Santo Tomás
82187596,Lucía Eduardo Ramírez Flores,1986-11-17,M,CALLAYUC,"tos seca, pérdida de olfato, dificultad para respirar",COVID-19,Santo Tomás
44436337,Carmen Diego Paredes Pérez,2017-05-03,M,OTRO CHURAZ NRO.S BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"náuseas, dolor abdominal, acidez estomacal",Gastritis,Santo Tomás
88569193,Miguel Olga Flores Rojas,1990-12-17,F,OTRO OTRO NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"sed excesiva, cansancio",Diabetes,Santo Tomás
10902230,Jorge Gloria Flores González,1972-03-18,M,JR. COMERCIO NRO. PUERTA SN PISO.01,"picazón, estornudos, ojos llorosos",Alergia,Santo Tomás
65980819,Patricia Natalia Delgado Rodríguez,1963-03-21,M,LA PALMA,"fiebre, tos",Hipertensión,Santo Tomás
29760348,Yolanda Alberto Paredes Rojas,2016-08-30,F,OTRO. CAMINO AL PUESTO DE SALUD NRO. PUERTA SN PISO.01,"cansancio, micción frecuente, sed excesiva",Diabetes,Santo Tomás
35937780,Patricia Raúl Torres Silva,1967-08-01,M,OTRO A 20 MINUTOS DE LA COMUNIDAD NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,,,Santo Tomás
19946847,Ángel Olga Gutiérrez Herrera,2008-10-10,F,CASERIO EL SALLOC,"tos, dolor de garganta, congestión nasal",Gripe,Santo Tomás
14319387,Ana Natalia Herrera Rojas,1993-03-02,F,ANTA RITA,"congestión nasal, tos, dolor de garganta",Gripe,Santo Tomás
86508110,Ana Héctor Paredes López,2004-02-06,M,SAN ISIDRO,"micción frecuente, cansancio",Diabetes,Santo Tomás
48602730,Verónica Luisa García Silva,1974-06-01,F,,,,Santo Tomás
24224825,Luis Luisa Ramírez Sánchez,1942-04-20,M,SAN JOSE,"congestión nasal, fiebre, dolor de garganta",Gripe,Santo Tomás
33736818,Yolanda Natalia Mendoza Paredes,1975-10-13,F,EL CUMBE,"cansancio, sed excesiva, micción frecuente",Diabetes,Santo Tomás
14544659,Lucía Natalia Pérez Delgado,2016-11-19,M,OTRO. PACCHA NRO. PUERTA SN PISO.01,"fiebre, pérdida de olfato, tos seca",COVID-19,Santo Tomás
56677600,Yolanda Alberto Vargas Torres,1996-01-13,M,OTRO CHIPLE NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"sensibilidad a la luz, náuseas",Migraña,Santo Tomás
95107632,Carmen Diego Paredes Pérez,2016-10-19,M,OTRO. SAN JUAN DE CHORRILLOS NRO. PUERTA SN PISO.01,visión borrosa,Asma,Santo Tomás
86560073,Carmen Natalia Gutiérrez Cruz,2022-06-12,M,CASERIO SAN ISIDRO,"dolor de cabeza, sensibilidad a la luz",Migraña,Santo Tomás
60052887,Ángel Marco Pérez Delgado,1974-07-14,M,EL CUMBE,"mareos, dolor de cabeza",Hipertensión,Santo Tomás
57107015,Sandra Claudia Cruz Rodríguez,2005-09-24,F,SAN ISIDRO,"sibilancias, opresión en el pecho",Asma,Santo Tomás
78255244,Patricia Carolina Martínez López,1967-06-17,F,CASERIO VILUCO,"tos, fiebre",Gripe,Santo Tomás
81155003,Marta Andrés Rojas Herrera,2013-07-04,M,CUCHEA,"visión borrosa, mareos, dolor de cabeza",Hipertensión,Santo Tomás
25091872,Marta Olga Flores López,1995-08-04,M,OTRO BATANCILLO NRO.SN BLOQUE. PISO.1 INTERIOR.  MZA.  LOTE. KM.,"dolor de cabeza, mareos",Hipertensión,Santo Tomás
38571847,Jorge David Delgado Flores,2012-03-28,M,EL SALLOC,"cansancio, sed excesiva",Diabetes,Santo Tomás
26167495,Fernando Luisa Cruz Pérez,2004-05-20,M,CASERIO JOSE DE LIRIO,"tos seca, fiebre",COVID-19,Santo Tomás
22939257,Pedro Mónica Cruz Pérez,1965-02-20,F,VISTA ALEGRE,"sensibilidad a la luz, náuseas, dolor de cabeza",Migraña,Santo Tomás
31443261,Juan Pérez Cruz,1945-04-15,F,UNION SAN JOSE,"fiebre, congestión nasal, dolor de garganta",Gripe,Santo Tomás
29921723,Yolanda Sara Delgado Silva,1963-10-10,F,EL CUMBE,"pérdida de olfato, dificultad para respirar",COVID-19,Santo Tomás
79164515,Patricia Eduardo Sánchez González,2013-06-26,F,CASERIO EL PUQUIO,,,Santo Tomás
88384579,Marta Héctor Vargas Castillo,1993-03-20,F,FILA ALTA,"acidez estomacal, dolor abdominal, náuseas",Gastritis,Santo Tomás
45556489,Carmen Laura González Gutiérrez,1944-08-05,M,CALLAYUC,"náuseas, sensibilidad a la luz",COVID-19,Santo Tomás
32345356,Yolanda Carolina Paredes Torres,1978-09-01,M,CASERIO SAN ISIDRO,dolor de cabeza,Diabetes,Santo Tomás
43679513,Verónica Raúl Pérez Sánchez,2006-04-28,M,caserio yapana,micción frecuente,COVID-19,Santo Tomás
98831748,Ana Natalia Torres Herrera,1991-04-14,M,OTRO VILUCO NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"sibilancias, dificultad para respirar, opresión en el pecho",Asma,Santo Tomás
22161112,Carlos Mónica Sánchez Ramírez,1932-08-14,F,OTRO. LLANGUA NRO. PUERTA SN PISO.01,,,Santo Tomás
84949896,Yolanda Gloria Martínez Sánchez,2011-09-10,F,CHURAZ,"tos seca, fiebre, pérdida de olfato",COVID-19,Santo Tomás
11384959,Patricia Carolina Flores Delgado,2018-11-08,F,OTRO. SAN JOSE DE LIRIO NRO. PUERTA SN PISO.01,"ojos llorosos, picazón, estornudos",Alergia,Santo Tomás
62727996,Luis Diego Silva Pérez,1989-01-09,M,OTRO. COSTADO INSTITUCION EDUCA NRO. PUERTA SN PISO.01,"cansancio, sed excesiva",Diabetes,Santo Tomás
79603365,Sandra Sara Rojas Rodríguez,1998-06-05,M,CHONTA ALTA,"micción frecuente, sed excesiva",Diabetes,Santo Tomás
95987589,José Luisa López Pérez,1984-01-13,F,EL CUMBE,,,Santo Tomás
26229031,Pedro Claudia González Ramírez,1945-04-15,F,UNION SAN JOSE,"fiebre, congestión nasal, dolor de garganta",Gripe,Santo Tomás
55202145,Jorge Pablo Herrera García,1964-05-04,F,CHORRILLOS,,,Santo Tomás
85466601,Carmen Isabel Mendoza Ramírez,1987-05-17,F,OTRO. PAMPA EL CHINE NRO. PUERTA SN PISO.01,"estornudos, picazón, ojos llorosos",Alergia,Santo Tomás
46558614,Carmen Raúl García López,1984-02-20,M,,"dolor de cabeza, visión borrosa, mareos",Hipertensión,Santo Tomás
49566820,Luis Olga Castillo Mendoza,1969-03-19,M,CASERIO YAPANA,"micción frecuente, sed excesiva",Diabetes,Santo Tomás
67368378,Luis Isabel Torres Mendoza,1950-03-31,M,CASERIO BATANCILLO,"dificultad para respirar, sibilancias, opresión en el pecho",Asma,Santo Tomás
57443436,Patricia Natalia Vargas Torres,2012-05-23,M,CASERIO SAN ISIDRO,"fiebre, tos",Gripe,Santo Tomás
27109069,Rosa Andrés Gutiérrez Rojas,2003-07-02,M,CASERIO SAN JOSE,"dolor abdominal, náuseas",Gastritis,Santo Tomás
63376030,Verónica Raúl Paredes Pérez,2008-04-25,M,CHURAZ,"dolor abdominal, acidez estomacal",Gastritis,Santo Tomás
77701902,Carmen Pablo Rojas Sánchez,2007-03-05,M,CALLAYUC,fiebre,,Santo Tomás
23990169,Miguel Luisa López Mendoza,1993-03-07,M,,"dificultad para respirar, pérdida de olfato",COVID-19,Santo Tomás
24002539,Fernando Luisa García López,1994-01-28,F,CALLE. CALLAYUC NRO. PUERTA SN PISO.01,"acidez estomacal, dolor abdominal, náuseas",Gastritis,Santo Tomás
45108191,José Claudia Pérez Torres,2018-07-15,F,PJ. COMERCIO NRO. PUERTA SN PISO.02,"tos seca, fiebre, dificultad para respirar",COVID-19,Santo Tomás
56806553,Ana Roberto Castillo Cruz,1969-04-18,M,SANTA RITA,"tos seca, fiebre",COVID-19,Santo Tomás
42528658,Rosa Diego Herrera García,1988-04-25,M,,fiebre,,Santo Tomás
46412996,María Luisa Flores Herrera,1997-10-22,M,CASERIO CHURAZ,"dificultad para respirar, opresión en el pecho",Asma,Santo Tomás
77830511,Sandra Alberto Pérez Rodríguez,1954-12-06,M,CASERIO CUYCA CHOROS,"dolor de cabeza, mareos, visión borrosa",Hipertensión,Santo Tomás
80711383,Yolanda Héctor García Torres,1975-10-07,M,SAN JUAN DE CHORRILLOS,"náuseas, sensibilidad a la luz",Migraña,Santo Tomás
53143223,Ángel Gloria Silva Ramírez,1996-10-08,F,VISTA ALEGRE,"pérdida de olfato, fiebre",COVID-19,Santo Tomás
23353208,Carlos Luisa Ramírez Rojas,1995-06-08,M,CALLAYUC,dolor de cabeza,Asma,Santo Tomás
20851576,José Mónica Paredes Gutiérrez,2003-03-22,F,VISTA ALEGRE,"picazón, estornudos, ojos llorosos",Alergia,Santo Tomás
24393108,Verónica Pablo García Torres,1983-06-07,M,CUCHEA,"visión borrosa, mareos, dolor de cabeza",Hipertensión,Santo Tomás
10984337,Jesús Isabel López Pérez,2022-11-16,M,CALLAYUC,"estornudos, ojos llorosos, picazón",Alergia,Santo Tomás
44939551,Jorge Alberto Vargas Rodríguez,2023-11-09,F,NUEVO PIURITA,"dificultad para respirar, opresión en el pecho, sibilancias",Asma,Santo Tomás
70090144,Sandra Roberto Paredes Vargas,2012-10-18,F,CHURAZ,"dolor de cabeza, náuseas, sensibilidad a la luz",Migraña,Santo Tomás
