DNI,Asegurado,FecNac,SEXO,CPP,síntomas,enfermedad detectada,Distrito
61930523,Marta Diego Pérez Gutiérrez,1983-12-20,F,PORVENIR,"tos seca, dificultad para respirar",COVID-19,Callayuc
48425056,Patricia Pablo Ramírez Sánchez,1976-09-11,F,CASERIO SANTA RITA,"dificultad para respirar, fiebre",COVID-19,Callayuc
62922206,Lucía Luisa Ramírez López,2007-11-14,F,CALLE JAENZ PEÑA SN,"acidez estomacal, dolor abdominal, náuseas",Gastritis,Callayuc
15870587,Ana Diego González Silva,2005-06-17,M,05SAN ISIDRO,"picazón, ojos llorosos, estornudos",Alergia,Callayuc
74521908,Yolanda Eduardo Pérez Rodríguez,1945-07-20,F,MERENDANA,micción frecuente,Alergia,Callayuc
43191367,María Mónica Mendoza Flores,1954-01-13,F,COMERCIO SN,tos,,Callayuc
23748443,Jorge Sara Delgado Cruz,2009-04-01,M,SAN ANTONIO DE VILUCO,"náuseas, dolor abdominal",Gastritis,Callayuc
34875600,Fernando Roberto González Delgado,1999-05-12,M,CUCHEA,"estornudos, picazón",Alergia,Callayuc
88163902,Jesús Raúl Cruz Flores,1972-05-05,M,CASERIO UNION SAN JOSE,"pérdida de olfato, tos seca, fiebre",COVID-19,Callayuc
74177894,Rosa Natalia Rojas Herrera,2006-07-29,M,FILADELFIA,"tos, fiebre, congestión nasal",Gripe,Callayuc
44842688,María Luisa Torres Pérez,1992-07-26,M,OTRO CALLAYUC NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"dificultad para respirar, opresión en el pecho",Asma,Callayuc
74684590,Sandra Gloria Cruz García,2021-04-07,M,VISTA ALEGRE,dolor de cabeza,Alergia,Callayuc
25802734,Carmen Mónica Cruz Mendoza,1970-12-24,M,UNION SAN JOSE,"dolor de cabeza, visión borrosa, mareos",Hipertensión,Callayuc
57060022,Carlos Olga Vargas Torres,1979-02-09,F,OTRO. CHORRILLOS NRO. PUERTA SN PISO.01,"náuseas, sensibilidad a la luz",COVID-19,Callayuc
23806839,Luis Natalia Ramírez Mendoza,1972-11-01,F,CALLAYUC,"sensibilidad a la luz, náuseas",Alergia,Callayuc
92017005,Jesús Roberto Delgado Torres,2009-01-11,M,CASERIO GRAMALOTILLO,"acidez estomacal, náuseas, dolor abdominal",Gastritis,Callayuc
15015206,Luis Sara Delgado Gutiérrez,1966-04-15,F,FILADELFIA,"fiebre, dificultad para respirar",Diabetes,Callayuc
18097351,Jorge Sara López García,1998-11-04,M,CASERIO SAN JOSE,"micción frecuente, sed excesiva",Diabetes,Callayuc
34863175,Carlos Gloria Gutiérrez Delgado,1963-03-07,M,CASERIO BATANCILLO,"acidez estomacal, dolor abdominal",Gastritis,Callayuc
28427748,Sandra Raúl Paredes López,2011-03-28,F,CASERIO SAN JOSE,"náuseas, acidez estomacal",Gastritis,Callayuc
67841795,Sandra Marco Rodríguez Silva,1999-12-22,M,CASERIO YAPANA,"fiebre, dificultad para respirar, pérdida de olfato",COVID-19,Callayuc
71316964,Pedro David Rodríguez Delgado,1965-04-15,M,EL CUMBE,"micción frecuente, cansancio, sed excesiva",Diabetes,Callayuc
39674491,Verónica Carolina Vargas Castillo,1934-07-10,F,EL CUMBE,"congestión nasal, tos",Gripe,Callayuc
37614367,Jorge Marco Pérez Rodríguez,1982-03-22,M,CASERIO BATANCILLO,"congestión nasal, fiebre, tos",Gripe,Callayuc
18524100,Juan Mónica Ramírez Delgado,1973-06-21,F,,"dolor de cabeza, náuseas, sensibilidad a la luz",Migraña,Callayuc
64723562,Ángel Pablo García Herrera,2002-12-28,F,SANTA FE,"sensibilidad a la luz, náuseas, dolor de cabeza",Migraña,Callayuc
25076248,Sandra Natalia Rodríguez Silva,1976-08-02,F,EL CUMBE,"tos seca, dificultad para respirar",COVID-19,Callayuc
40551130,Carmen Isabel Delgado Castillo,1994-01-01,F,CASERIO BATANCILLO,fiebre,,Callayuc
22308925,Yolanda Isabel Cruz Torres,2010-04-03,F,SAN JOSE,"micción frecuente, cansancio, sed excesiva",Diabetes,Callayuc
35845216,Patricia Mónica Cruz Mendoza,2012-06-30,F,CASERIO SANTA RITA,"dolor abdominal, náuseas",Gastritis,Callayuc
74359686,Carmen Raúl Delgado Herrera,2020-05-05,F,BATANCILLO,fiebre,Asma,Callayuc
61155363,Lucía Diego Paredes Delgado,1958-06-18,F,CASERIO SAN JOSE,,Gripe,Callayuc
29406889,Rosa Isabel García López,2020-10-20,F,CASERIO SAN ANTONIO DE VILUCO,,,Callayuc
80869785,Ángel Isabel Rodríguez Flores,1936-09-20,F,OTRO FILA ALTA NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"mareos, dolor de cabeza, visión borrosa",Hipertensión,Callayuc
99956588,Juan Alberto Herrera García,1977-04-19,M,LA PALMA,náuseas,Diabetes,Callayuc
27704320,Jorge Pablo Silva García,1985-12-08,F,VISTA ALEGRE,tos,,Callayuc
56009693,José Carolina García Cruz,1987-10-22,F,OTRO OTRO NRO.0000 BLOQUE.000 PISO.01 INTERIOR. 000 MZA. 000 LOTE.000,"náuseas, dolor de cabeza, sensibilidad a la luz",Migraña,Callayuc
78894187,Ángel Sara Rodríguez Cruz,1976-07-16,F,CASERIO BATANCILLO,mareos,Alergia,Callayuc
21194862,María Roberto Flores Ramírez,2021-10-09,M,CAS. FILADELFIA,"visión borrosa, mareos",Hipertensión,Callayuc
17716997,Carlos Alberto Castillo Vargas,1966-09-28,F,BATANCILLO,"dificultad para respirar, pérdida de olfato",COVID-19,Callayuc
92633084,Rosa Alberto González Ramírez,2013-07-27,M,OTRO SAN FRANCISCO NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE. KM.,opresión en el pecho,Asma,Callayuc
48939681,Juan Roberto Torres González,1975-12-15,F,EL SALLOC,"opresión en el pecho, sibilancias",Asma,Callayuc
24288520,Jesús Carolina Herrera Cruz,1972-08-25,F,C.P.EL CUMBE,fiebre,Asma,Callayuc
95535707,Pedro Raúl Rojas Herrera,1987-03-15,M,CARR. A SAN JUAN DE CHORRILLOS NRO. PUERTA SN PISO.01,"sensibilidad a la luz, náuseas",Migraña,Callayuc
91253267,Ángel Diego Torres Delgado,2011-07-02,M,CALLAYUC,"estornudos, picazón, ojos llorosos",Alergia,Callayuc
28558979,Carmen Héctor Herrera Torres,1984-01-13,F,EL CUMBE,,,Callayuc
12512871,Ángel Claudia Cruz Vargas,1977-09-15,M,CP.EL CUMBE,"opresión en el pecho, sibilancias",Asma,Callayuc
62604998,Carmen Diego Vargas Herrera,1960-08-04,M,CASERIO MERENDANA,"estornudos, ojos llorosos, picazón",Alergia,Callayuc
82817106,Jesús David Flores Herrera,2006-06-24,F,centro poblado san jose,"sensibilidad a la luz, dolor de cabeza, náuseas",Migraña,Callayuc
28189325,Carlos Isabel López Paredes,1999-04-20,M,OTRO. SAN JOSE NRO. PUERTA SN BLOQUE.0 PISO.02,,Asma,Callayuc
72724907,Jesús Mónica Herrera Pérez,2005-01-09,M,BATANCILLO,"fiebre, pérdida de olfato, tos seca",COVID-19,Callayuc
67552655,Fernando Roberto García Ramírez,1968-07-17,F,SANTA RITA,"ojos llorosos, estornudos, picazón",Alergia,Callayuc
82429212,Jesús Héctor Paredes Vargas,2002-08-16,M,,"ojos llorosos, picazón",Gastritis,Callayuc
51059798,Ana Isabel Pérez Mendoza,1969-06-30,F,C.P.EL CUMBE,"visión borrosa, dolor de cabeza, mareos",Hipertensión,Callayuc
47197151,Verónica Olga Gutiérrez Castillo,2001-10-21,M,,"dolor de cabeza, visión borrosa",Migraña,Callayuc
57705577,Verónica Andrés Sánchez Mendoza,2005-08-06,F,SANTA RITA,"tos seca, pérdida de olfato",COVID-19,Callayuc
15261370,Sandra Laura Paredes Silva,1974-11-01,M,CASERIO BATANCILLO,"estornudos, ojos llorosos, picazón",Alergia,Callayuc
80953103,Marta Eduardo Rodríguez Mendoza,2022-09-01,F,SAN JUAN DE CHORRILLOS,"sibilancias, opresión en el pecho",Asma,Callayuc
17155821,Ana Andrés Herrera Flores,1984-07-29,F,SAN ISIDRO,"acidez estomacal, náuseas, dolor abdominal",Gastritis,Callayuc
45432531,Jesús David Silva Herrera,1981-09-15,M,C.P.EL CUMBE,"sibilancias, dificultad para respirar, opresión en el pecho",Asma,Callayuc
23845302,Juan Roberto Delgado Torres,1956-12-21,M,EL CUMBE,"sed excesiva, micción frecuente",Diabetes,Callayuc
57157391,Jesús Isabel Delgado Rodríguez,1937-09-09,M,,"mareos, dolor de cabeza, visión borrosa",Hipertensión,Callayuc
65769213,Carlos Alberto Gutiérrez Cruz,1958-02-15,F,SAN JOSE,"sibilancias, opresión en el pecho, dificultad para respirar",Asma,Callayuc
43315089,Miguel Diego Gutiérrez Flores,1978-11-26,M,CASERIO CHONTAS BAJAS,"acidez estomacal, náuseas",COVID-19,Callayuc
24562149,Fernando Eduardo Castillo López,2004-11-12,F,C.P.EL CUMBE,dolor abdominal,Alergia,Callayuc
57213760,Miguel Claudia Sánchez Rodríguez,1960-04-19,F,EL CUMBE,"cansancio, micción frecuente",Diabetes,Callayuc
69101814,Marta David Delgado Castillo,2018-09-15,F,OTRO. EL SALLOC NRO. PUERTA SN PISO.01,,,Callayuc
22851890,Pedro Alberto Gutiérrez Herrera,1985-01-18,M,OTRO. SECTOR EL CAMPO NRO. PUERTA SN PISO.01,tos,Migraña,Callayuc
91908576,Carlos Diego Martínez García,1989-11-22,M,OTRO. CAMINO A LA LIBERTAD NRO. PUERTA SN PISO.01,"estornudos, ojos llorosos",Alergia,Callayuc
45481162,María Delgado Sánchez,1981-06-29,F,SAN JOSE,"estornudos, ojos llorosos",Alergia,Callayuc
26780231,Sandra Carolina López Ramírez,2021-06-02,M,CASERIO CUCHEA,"congestión nasal, fiebre, tos",Gripe,Callayuc
54237263,Patricia Claudia Rodríguez Cruz,1994-10-03,M,OTRO. PAMPA EL CHINE NRO. PUERTA SN PISO.01,"mareos, visión borrosa",Hipertensión,Callayuc
82811598,Yolanda Torres Flores,1937-07-22,M,SAN ISIDRO,"náuseas, dolor de cabeza",Migraña,Callayuc
46366454,Juan Diego Gutiérrez Cruz,1977-08-15,F,C.P.EL CUMBE,fiebre,,Callayuc
83293262,Jorge Gloria Martínez Paredes,2011-09-25,F,EL CUMBE,"sensibilidad a la luz, dolor de cabeza",Migraña,Callayuc
56393296,Lucía Olga García Pérez,1990-09-29,M,OTRO. CHAQUIMAYO NRO. PUERTA SN PISO.01,"dolor de garganta, fiebre",Gripe,Callayuc
12009414,Marta Diego Mendoza Ramírez,2007-04-22,M,san juan bautista,"dificultad para respirar, fiebre, pérdida de olfato",COVID-19,Callayuc
21816712,Sandra Laura Martínez Vargas,2009-04-03,F,CASERIO LA PACCHA MIRAFLORES,"acidez estomacal, dolor abdominal, náuseas",Gastritis,Callayuc
28821387,Fernando Luisa López Torres,1971-10-07,F,CALLAYUC,"tos, congestión nasal",Gripe,Callayuc
81118462,Marta Olga Cruz Mendoza,2001-02-10,M,CASERIO CHURAS,"visión borrosa, mareos, dolor de cabeza",Hipertensión,Callayuc
25959954,Ángel Mónica González García,1947-05-20,M,TOCHEPAMPA,"mareos, visión borrosa, dolor de cabeza",Hipertensión,Callayuc
91938693,Verónica Luisa Delgado Flores,1947-05-10,F,SAN ISIDRO,"dificultad para respirar, fiebre, pérdida de olfato",COVID-19,Callayuc
96544757,Carmen Pablo Gutiérrez Pérez,1977-10-28,M,CHURAZ,,,Callayuc
79484647,Verónica Isabel González Paredes,1961-06-01,M,CALLAYUC,,,Callayuc
26419801,Jorge Ramírez Martínez,1997-05-20,F,EL CUMBE,"dificultad para respirar, opresión en el pecho",Asma,Callayuc
37992388,Lucía Natalia Herrera Torres,2016-05-16,F,CALLE. SAENZ PEÑA NRO. PUERTA SN PISO.01,"dolor abdominal, acidez estomacal",Gastritis,Callayuc
15586090,Ángel Luisa Delgado Herrera,2019-12-11,M,CALLE COMERCIO S/N,"dificultad para respirar, sibilancias, opresión en el pecho",Asma,Callayuc
53396842,Sandra Sara López Martínez,1993-04-22,M,SANTA CLARA,"dolor de cabeza, mareos",Gastritis,Callayuc
11324238,Juan Marco González Pérez,2022-11-28,F,CALLAYUC,"estornudos, ojos llorosos, picazón",Alergia,Callayuc
40328721,Rosa Mónica López Paredes,1982-07-16,F,CARR. SAN ISIDRO NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"fiebre, pérdida de olfato",Gripe,Callayuc
23663766,Verónica Mónica Martínez Gutiérrez,1963-08-28,M,CASERIO BATANCILLO,dolor abdominal,Hipertensión,Callayuc
83398151,Yolanda Eduardo Martínez González,2002-02-04,M,SAN FRANCISCO,micción frecuente,Gastritis,Callayuc
62045885,Fernando Carolina López García,1972-12-14,M,EL CUMBE,,Asma,Callayuc
28745939,José Pablo Ramírez Flores,2011-07-02,M,CALLAYUC,"estornudos, picazón, ojos llorosos",Alergia,Callayuc
40618705,José Gloria Castillo Pérez,1966-03-17,M,CASERIO SANTA RITA,"dolor de garganta, fiebre, tos",Gripe,Callayuc
74265590,Verónica Carolina Castillo Martínez,1985-05-08,F,CASERIO SAN ISIDRO,estornudos,Hipertensión,Callayuc
91308752,Marta Gloria Pérez Martínez,1995-06-28,F,OTRO. CERCA CAMINO A CHURAZ NRO. PUERTA SN PISO.01,"congestión nasal, fiebre",Gripe,Callayuc
83999675,Jorge David García Delgado,1957-10-12,F,COM ILLUGAN,"opresión en el pecho, dificultad para respirar, sibilancias",Asma,Callayuc
65460963,Carmen Andrés Pérez Torres,2002-12-21,F,CENTRO POBLADO EL CUMBE,"tos, congestión nasal",Gripe,Callayuc
72639294,Luis Andrés Paredes Rodríguez,1996-05-04,M,,"dolor abdominal, acidez estomacal",Gastritis,Callayuc
62590443,Jorge López Sánchez,2013-11-22,M,,"tos seca, fiebre",COVID-19,Callayuc
62176643,Luis Diego Vargas Sánchez,1984-10-02,M,OTRO. OTRO NRO. PUERTA SN PISO.01,"dolor de cabeza, sensibilidad a la luz",Diabetes,Callayuc
11328845,Jesús David Silva Rodríguez,2016-12-10,F,OTRO. SANTA RITA NRO. PUERTA 000 PISO.01,"fiebre, dificultad para respirar",COVID-19,Callayuc
76573983,Carlos David Castillo Gutiérrez,2015-06-01,M,CHURAZ,"tos seca, pérdida de olfato",COVID-19,Callayuc
91751997,Marta Olga Martínez Cruz,2017-10-12,M,OTRO. CHONTAS NRO. PUERTA SN PISO.01 INTERIOR. 0,"dolor abdominal, náuseas, acidez estomacal",Gastritis,Callayuc
57499736,Carmen Raúl Gutiérrez Sánchez,2011-03-07,M,CASERIO CUCHEA,"ojos llorosos, estornudos",Alergia,Callayuc
25682207,María Alberto Rojas Cruz,1998-04-05,M,SAN JOSE DE LIRIO,,Alergia,Callayuc
42008119,José Claudia Martínez Castillo,2008-11-18,F,CASERIO SAN JUAN,mareos,Asma,Callayuc
75909489,María Raúl López Rodríguez,1979-07-06,M,CASERIO CHURAZ,"micción frecuente, cansancio",Diabetes,Callayuc
66717575,Luis Ramírez García,2022-11-28,F,VILUCO,,,Callayuc
51863174,María Pablo Paredes López,1971-08-26,M,CALLAYUC,"dolor abdominal, acidez estomacal, náuseas",Gastritis,Callayuc
36686741,Jesús Pablo Mendoza González,2023-02-25,M,CASERIO SALLOF,,Diabetes,Callayuc
41850219,Lucía Roberto García Castillo,1950-11-14,F,CASERIO CHONTAS BAJAS,"pérdida de olfato, tos seca, dificultad para respirar",COVID-19,Callayuc
27977419,Patricia Laura Flores Rodríguez,2017-04-25,M,,"fiebre, tos seca",COVID-19,Callayuc
12455361,Lucía Olga González Delgado,2013-09-09,F,CASERIO CHURAZ,"congestión nasal, tos",Gripe,Callayuc
14375294,Verónica Luisa López García,1961-01-06,M,SAN JOSE DE LIRIO,fiebre,,Callayuc
72352396,Yolanda Raúl Rojas González,2010-02-21,F,PUQUIO,"dolor de cabeza, náuseas, sensibilidad a la luz",Migraña,Callayuc
99778879,Sandra Sara González Cruz,1996-04-20,M,CASERIO BATANCILLO,"dolor abdominal, acidez estomacal, náuseas",Gastritis,Callayuc
65093545,Rosa Andrés Martínez Pérez,2004-10-24,F,LA LLANGUA,"dolor de cabeza, mareos, visión borrosa",Hipertensión,Callayuc
81314201,Rosa Claudia González López,2000-11-03,F,OTRO POZA SECA NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE. km.,,Gripe,Callayuc
15630549,Ángel Héctor Herrera Mendoza,1992-06-05,F,CALLAYUC,"mareos, dolor de cabeza, visión borrosa",Hipertensión,Callayuc
84615933,Fernando Alberto Delgado Paredes,1966-06-13,M,CUCHEA,tos,,Callayuc
26783358,Marta Eduardo Paredes García,2018-01-17,M,OTRO. NUEVO OMIA NRO. PUERTA SN PISO.01,dolor de cabeza,Gastritis,Callayuc
64741684,Fernando Laura Torres Gutiérrez,1952-06-26,M,OTRO. CUCHEA NOGAL NRO. PUERTA SN PISO.01,"ojos llorosos, estornudos, picazón",Alergia,Callayuc
67944747,Patricia Luisa Rojas Flores,2005-11-25,F,CASERIO SAN JOSE,,,Callayuc
73221222,Carlos Alberto Paredes Rodríguez,2002-02-23,F,OTRO. BATANCILLO NRO. PUERTA SN PISO.01,"dolor abdominal, acidez estomacal",Gastritis,Callayuc
70155447,Ana Mónica Cruz Delgado,1966-01-24,M,COMUNIDAD DE SAN JUAN DE CHORRILLOS,"tos seca, fiebre, dificultad para respirar",COVID-19,Callayuc
24385971,Pedro Mónica Rodríguez Torres,1959-11-13,M,C.P.EL CUMBE,"opresión en el pecho, dificultad para respirar",Asma,Callayuc
57358630,Fernando Mónica Gutiérrez Martínez,1938-09-20,F,VILUCO,,,Callayuc
69115055,Miguel Claudia Rojas Martínez,2012-11-27,F,SAN JUAN BAUTISTA,acidez estomacal,Migraña,Callayuc
22194866,Yolanda Olga Gutiérrez Rojas,1943-06-22,F,OTRO QUEROMARCA NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"opresión en el pecho, sibilancias",Asma,Callayuc
56635702,Marta Héctor Herrera Gutiérrez,1960-03-10,F,OTRO PUQUIO  NRO: SN PISO: 01,"opresión en el pecho, dificultad para respirar, sibilancias",Asma,Callayuc
13789790,Miguel Eduardo Flores Delgado,1988-06-07,F,FILADELFIA,náuseas,Asma,Callayuc
63562240,Carlos Diego Castillo Gutiérrez,2003-01-06,F,SAN JUAN BAUTISTA,"opresión en el pecho, sibilancias, dificultad para respirar",Asma,Callayuc
26295161,Miguel Pablo Cruz Rojas,1942-04-06,M,,"sed excesiva, micción frecuente",Diabetes,Callayuc
96943059,Luis Roberto Ramírez Gutiérrez,2010-06-03,F,cumbe,"dificultad para respirar, opresión en el pecho, sibilancias",Asma,Callayuc
55717362,Carlos Olga Rojas García,1998-03-04,F,OTRO. SECTOR PUEBLO NUEVO NRO. PUERTA SN PISO.01,"ojos llorosos, picazón, estornudos",Alergia,Callayuc
26082967,Lucía Alberto González Martínez,2002-06-24,F,OTRO SAN JUAN DE CHORRILLOS NRO.SN BLOQUE. PISO.1 INTERIOR.  MZA.  LOTE. KM.,,,Callayuc
87492573,José Isabel García Flores,2000-10-08,M,C.P.EL CUMBE,"pérdida de olfato, fiebre",COVID-19,Callayuc
31868626,Marta Claudia Cruz Gutiérrez,2011-05-14,M,OTRO. UNION SAN JOSE NRO. PUERTA SN PISO.01,acidez estomacal,Gripe,Callayuc
28952747,Fernando Pablo Martínez González,1974-03-27,M,CASERIO LA UNION,acidez estomacal,Gastritis,Callayuc
28057796,Patricia Gloria Ramírez Mendoza,2010-06-02,F,SAN JOSE DE LIRIO,,Alergia,Callayuc
61950554,María Sara Rojas Herrera,1967-11-28,F,BATANCILLO,"cansancio, sed excesiva",Diabetes,Callayuc
83076654,Verónica Gloria Ramírez González,1944-09-26,M,OTRO CAMINO A LA INSTITUCION E NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"dolor abdominal, náuseas, acidez estomacal",Gastritis,Callayuc
77873259,Sandra Raúl García Paredes,1973-11-12,F,BUENOS AIRES,"dolor de cabeza, mareos, visión borrosa",Hipertensión,Callayuc
10814871,Pedro Luisa Flores González,1957-06-08,F,CASERIO SAN JOSE,"picazón, estornudos",Alergia,Callayuc
43614713,Miguel David Rodríguez Mendoza,1977-09-17,F,CALLAYUC,,,Callayuc
86937961,Patricia Mónica Silva Torres,1989-12-14,F,CUCHEA,"congestión nasal, dolor de garganta, fiebre",Gripe,Callayuc
58516222,Yolanda Sara Castillo Silva,2002-02-12,M,CASERIO SAN JUAN DE CHORRILLOS,"congestión nasal, fiebre, tos",Gripe,Callayuc
94335822,José Laura Herrera Torres,2007-12-16,F,EL CUMBE,"náuseas, dolor de cabeza, sensibilidad a la luz",Migraña,Callayuc
42031341,Pedro Mónica García Flores,2006-02-03,F,SAN JUAN BAUTISTIA,estornudos,Asma,Callayuc
73762200,Marta Diego Rojas Flores,1985-04-26,F,EL CUMBE,pérdida de olfato,COVID-19,Callayuc
81562386,Verónica Roberto Ramírez Gutiérrez,1992-11-15,F,CASERIO UNION SAN JOSE,,,Callayuc
70486828,Verónica Laura Sánchez Silva,1974-02-20,M,CASERIO LA LLANGUA,"dificultad para respirar, pérdida de olfato, fiebre",COVID-19,Callayuc
83137556,Luis Isabel López García,1989-02-05,M,CASERIO YAPANA,"tos seca, fiebre, dificultad para respirar",COVID-19,Callayuc
59339250,María Luisa Paredes Gutiérrez,1980-08-18,M,CASERIO SAN JOSE,picazón,Migraña,Callayuc
69369735,Jorge Carolina Cruz Paredes,1962-09-04,F,CASERIO SAN ANTONIO DE VILUCO,"picazón, estornudos",Alergia,Callayuc
45430648,Jorge Luisa Sánchez González,1995-06-07,M,VISTA ALEGRE,,Hipertensión,Callayuc
19714945,Lucía Carolina Vargas García,1978-12-29,M,BATANCILLO,"estornudos, ojos llorosos",Alergia,Callayuc
23885616,Luis Natalia Paredes Gutiérrez,1994-07-15,M,,"micción frecuente, sed excesiva, cansancio",Diabetes,Callayuc
12574400,Carmen Laura Ramírez Silva,2021-10-18,M,CUMBE,,,Callayuc
21879313,Jorge Marco Sánchez Rojas,1953-01-02,M,OTRO SAN JUAN NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"sed excesiva, cansancio, micción frecuente",Diabetes,Callayuc
92637342,Jesús Claudia Delgado Vargas,1983-07-29,M,,,,Callayuc
97612053,Lucía Mónica González Ramírez,1993-03-20,F,FILA ALTA,"acidez estomacal, dolor abdominal, náuseas",Gastritis,Callayuc
24666663,Luis Mónica Sánchez Martínez,1978-03-18,M,05PUQUIO,"náuseas, dolor de cabeza",Migraña,Callayuc
46115822,Carmen Andrés Rodríguez Paredes,1952-07-30,F,CASERIO LA VIZCACHA,"picazón, estornudos",Alergia,Callayuc
12990519,José Silva Castillo,1942-07-24,M,CASERIO SAN JOSE,"cansancio, sed excesiva, micción frecuente",Diabetes,Callayuc
76705106,José Pablo Vargas Rodríguez,2013-12-23,F,CASERIO YANGUA,dolor de cabeza,,Callayuc
30803302,Luis Laura Rodríguez Flores,2006-09-10,F,CP.EL PORVENIR,"sensibilidad a la luz, dolor de cabeza",Migraña,Callayuc
41563015,Yolanda Claudia Sánchez Flores,1993-02-15,M,OTRO SAN ISIDRO NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"ojos llorosos, picazón, estornudos",Alergia,Callayuc
78872037,Patricia Andrés López Ramírez,1979-10-25,F,OTRO YAPANA NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"congestión nasal, tos",Gripe,Callayuc
45445529,Rosa Diego Rojas Gutiérrez,1978-03-27,M,SAN JUAN BAUTISTIA,"congestión nasal, tos",Gripe,Callayuc
38532029,Luis Carolina Martínez Cruz,1987-12-01,M,,"náuseas, dolor de cabeza",Migraña,Callayuc
43811217,Luis Gloria González Vargas,1999-12-10,F,OTRO. OTRO NRO. PUERTA SN PISO.01,"sed excesiva, micción frecuente, cansancio",Diabetes,Callayuc
71883390,Sandra Luisa Flores López,2000-09-05,F,PUQUIO,"dificultad para respirar, opresión en el pecho",Asma,Callayuc
90084589,Patricia Carolina López Paredes,1968-10-02,F,LAS JUNTAS,"picazón, ojos llorosos, estornudos",Alergia,Callayuc
46386376,María David Pérez Cruz,2001-02-18,F,CASERIO CHURAZ,,Gastritis,Callayuc
41369991,Ángel Torres Delgado,2010-06-01,M,CUCHEA NOGAL,,Asma,Callayuc
