DNI,Asegurado,FecNac,SEXO,CPP,síntomas,enfermedad detectada,Distrito
59286927,Sandra Roberto Rojas González,1956-08-22,M,OTRO TROCHA CARROZABLE SN   PISO  1    KM   70,,Gripe,Santa Cruz
95530716,Rosa Mónica Sánchez Torres,2005-05-01,M,05CUMBE,,Gripe,Santa Cruz
65535113,Rosa David Cruz Paredes,2007-04-19,F,CASERIO SANTA FE,"sed excesiva, cansancio",Diabetes,Santa Cruz
86734295,María Natalia Paredes López,1979-12-25,M,OTRO CAMINO A PORTACHUELO SN   PISO 01,"visión borrosa, dolor de cabeza, mareos",Hipertensión,Santa Cruz
97904934,Fernando Sara Silva Paredes,1996-07-21,F,EL CUMBE,"dolor de cabeza, náuseas",Alergia,Santa Cruz
52140853,Carlos Marco Paredes García,1983-06-30,M,,"tos seca, fiebre",COVID-19,Santa Cruz
74844377,Yolanda Olga Herrera González,1995-09-05,M,CASERIO YAPANA,sed excesiva,Gastritis,Santa Cruz
20880901,Jorge Olga Mendoza Rojas,1972-09-29,F,YAPANA,"acidez estomacal, náuseas",Gastritis,Santa Cruz
59644969,Ana Isabel Delgado Flores,1954-11-26,F,CALLE TUPAC AMARU SN,"estornudos, ojos llorosos, picazón",Alergia,Santa Cruz
56390606,Marta Andrés Martínez Rojas,2018-09-29,M,OTRO. YAPANA NRO. PUERTA SN PISO.02,"sibilancias, dificultad para respirar",Asma,Santa Cruz
17121867,Patricia Pablo García Pérez,1968-01-11,F,CALLAYUC,"micción frecuente, sed excesiva, cansancio",Diabetes,Santa Cruz
64186472,José Mónica Torres Sánchez,1969-09-09,F,CASERIO SAN JOSE,sibilancias,Diabetes,Santa Cruz
59467838,Ángel Pablo Gutiérrez Torres,1983-02-19,M,,dolor de cabeza,Migraña,Santa Cruz
23398178,Jorge Mónica Flores Cruz,2022-09-27,F,CAS. FILADELFIA,acidez estomacal,Hipertensión,Santa Cruz
66470966,Verónica Luisa Pérez Rojas,2009-08-28,M,CP.EL PORVENIR,"micción frecuente, sed excesiva, cansancio",Diabetes,Santa Cruz
71549703,Patricia Claudia González Vargas,1957-03-25,F,CALLAYUC,"dificultad para respirar, opresión en el pecho",Asma,Santa Cruz
53211811,Miguel Laura Vargas Sánchez,1997-03-20,M,LA PALMA,"ojos llorosos, picazón, estornudos",Alergia,Santa Cruz
97487604,María Pablo Ramírez Cruz,1995-10-20,M,CALLAYUC,"mareos, dolor de cabeza, visión borrosa",Hipertensión,Santa Cruz
89135545,Verónica Sara Herrera Vargas,2019-03-17,M,OTRO. SAN JOSE NRO. PUERTA SN PISO.01,,,Santa Cruz
22446819,Ángel Isabel Sánchez González,2014-02-27,F,CAS. SAN ISIDRO,"micción frecuente, sed excesiva, cansancio",Diabetes,Santa Cruz
84084867,Jesús Pablo Flores González,1999-04-27,F,OTRO. CAMINO AL CUMBE NRO. PUERTA SN PISO.01,"tos seca, pérdida de olfato",COVID-19,Santa Cruz
71063787,Jesús Mónica Silva Pérez,1991-11-10,M,CALLAYUC,"náuseas, acidez estomacal",Gastritis,Santa Cruz
30849731,Miguel Gloria Silva Torres,2014-06-13,F,SAN ANTONIO DE VILUCO,"sed excesiva, cansancio",Diabetes,Santa Cruz
44691849,Ana Andrés Paredes Martínez,1987-12-10,M,LAS JUNTAS,"ojos llorosos, estornudos",Alergia,Santa Cruz
12955277,María Eduardo Flores López,1993-11-10,M,OTRO SANTA RITA NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"sibilancias, dificultad para respirar",Asma,Santa Cruz
25676950,Miguel David Delgado Herrera,1980-12-29,M,LA LLANGUA,"tos, fiebre, congestión nasal",Gripe,Santa Cruz
45251243,Yolanda Paredes García,1978-11-26,M,CASERIO CHONTAS BAJAS,"acidez estomacal, náuseas",COVID-19,Santa Cruz
51786659,Juan Marco Mendoza López,1986-07-02,F,CASERIO SAN JOSE DE LIRIO,"tos seca, pérdida de olfato",COVID-19,Santa Cruz
30062183,Pedro David Flores Sánchez,1944-05-15,M,CASERIO FILADELFIA,"mareos, dolor de cabeza",Hipertensión,Santa Cruz
92765902,Verónica Marco Herrera Flores,2009-01-03,F,CASERIO BATANCILLO,"micción frecuente, sed excesiva",Diabetes,Santa Cruz
30830786,Fernando Diego Pérez Herrera,1974-03-27,M,CASERIO LA UNION,acidez estomacal,Gastritis,Santa Cruz
51172771,María Raúl Sánchez Torres,1998-04-01,F,CERCADO CALLAYUC,,,Santa Cruz
88358858,Lucía Pablo García González,2009-11-15,M,CALLAYUC,"dolor de cabeza, visión borrosa",Hipertensión,Santa Cruz
84172140,Carlos Sara Martínez García,1949-04-12,M,,,,Santa Cruz
54572152,María Diego Silva Delgado,1971-08-08,M,CASERIO SAN JUAN DE CHORRILLOS,"náuseas, sensibilidad a la luz",Asma,Santa Cruz
94240967,Ana Carolina Castillo Delgado,1973-12-01,F,CHURAZ,"opresión en el pecho, dificultad para respirar",Asma,Santa Cruz
72226170,Ángel Natalia Vargas Cruz,2008-10-31,F,LA PALMA,"opresión en el pecho, dificultad para respirar, sibilancias",Asma,Santa Cruz
32292813,Pedro Natalia Silva Martínez,1931-03-20,M,EL PORVENIR,,COVID-19,Santa Cruz
51635037,Juan Carolina Delgado Torres,1997-09-18,M,OTRO. SAN JOSE NRO. PUERTA SN PISO.01,dolor de cabeza,,Santa Cruz
38897279,María Luisa Sánchez Cruz,1967-12-03,F,CP.EL CUMBE,"ojos llorosos, estornudos",Alergia,Santa Cruz
84402241,María Raúl Paredes Ramírez,2001-07-15,M,OTRO. SAN JUAN DE CHORRILLOS NRO. PUERTA SN PISO.01,"micción frecuente, cansancio",Diabetes,Santa Cruz
30830753,Fernando Luisa López Herrera,1962-06-07,F,SAN JUAN BAUTISTA,"cansancio, micción frecuente, sed excesiva",Diabetes,Santa Cruz
13607897,Yolanda Héctor López Flores,1992-07-27,F,NUEVO GUAYAQUIL,"náuseas, sensibilidad a la luz",Migraña,Santa Cruz
97617054,Juan David Castillo Cruz,2024-05-21,M,CASERIO YAPANA,dolor de cabeza,,Santa Cruz
81994623,Marta Pablo García Sánchez,2019-10-20,M,CASERIO CHONTAS ALTAS,visión borrosa,Migraña,Santa Cruz
65049040,Patricia Pablo Flores Cruz,1987-09-21,F,OTRO SANTA FE NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"pérdida de olfato, tos seca, dificultad para respirar",COVID-19,Santa Cruz
26222322,Carmen David Rodríguez González,2012-04-01,F,CASERIO CHURAS,,Hipertensión,Santa Cruz
14855874,Marta Isabel Delgado López,1962-09-23,M,OTRO SAN FRANCISCO NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"dificultad para respirar, tos seca, fiebre",COVID-19,Santa Cruz
51231194,Miguel Alberto Pérez Vargas,2011-03-18,F,CASERIO SAN JUAN DE CHORRILLOS,"congestión nasal, dolor de garganta, tos",Gripe,Santa Cruz
39003905,Rosa Sara Castillo Cruz,1992-08-06,F,SAN JOSE DE LIRIO,"náuseas, acidez estomacal",Gastritis,Santa Cruz
21088071,Ana Alberto Herrera López,1999-11-12,F,VILUCO,,,Santa Cruz
96532925,Luis Alberto Flores Rojas,2012-10-15,M,OTRO OTRO NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"tos seca, pérdida de olfato",COVID-19,Santa Cruz
16083364,Juan Olga Vargas Rodríguez,2013-11-26,M,SAN JOSE DE LIRIO,,Gripe,Santa Cruz
91721257,Sandra Natalia Gutiérrez Herrera,1993-05-15,M,OTRO. CUCHEA NRO. PUERTA SN PISO.01,"dolor de cabeza, náuseas, sensibilidad a la luz",Migraña,Santa Cruz
10053788,Miguel Natalia Flores Cruz,2014-07-15,F,OTRO. SECTOR EL CAMPO NRO. PUERTA SN PISO.01,"tos, congestión nasal, dolor de garganta",Gripe,Santa Cruz
71095073,Sandra Marco Castillo Paredes,1978-06-26,F,CASERIO SAN JUAN DE CHORRILLOS,"mareos, dolor de cabeza, visión borrosa",Hipertensión,Santa Cruz
47608248,Luis Eduardo Gutiérrez Herrera,1979-02-17,F,CUCHEA NOGAL,"acidez estomacal, náuseas",Gastritis,Santa Cruz
20238993,Jesús Héctor Flores Castillo,2017-04-28,M,,"dificultad para respirar, pérdida de olfato",COVID-19,Santa Cruz
51790234,Rosa Andrés Vargas Cruz,1974-12-13,F,EL CUMBE,"visión borrosa, mareos, dolor de cabeza",Hipertensión,Santa Cruz
18108129,Pedro Luisa Rojas Cruz,1947-07-20,M,OTRO ISTITUCION EDUCATIVA SN   PISO 01,"náuseas, dolor abdominal",Gastritis,Santa Cruz
64643095,Ángel Natalia Herrera Delgado,2001-11-01,M,OTRO. LA PACCHA MIRAFLORES NRO. PUERTA SN PISO.01,,,Santa Cruz
98778233,Marta Carolina Cruz Torres,2012-11-12,F,SAN JUAN BAUTISTA,"dolor abdominal, acidez estomacal, náuseas",Gastritis,Santa Cruz
31393543,Rosa Mónica Delgado Silva,1955-12-03,F,EL CUMBE,"visión borrosa, dolor de cabeza",Hipertensión,Santa Cruz
57509952,Jorge Héctor Silva López,2019-12-25,F,YAPANA,tos,,Santa Cruz
45569872,Carlos Laura Martínez López,2002-06-21,M,OTRO FILADELFIA NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,,,Santa Cruz
63514074,José Alberto Vargas Castillo,2001-12-18,M,EL CUMBE,"náuseas, sensibilidad a la luz",Migraña,Santa Cruz
81205024,Carlos Pablo Paredes Sánchez,2022-08-12,F,CASERIO VILUCO,"dolor de cabeza, náuseas, sensibilidad a la luz",Migraña,Santa Cruz
36654673,Ana Carolina Vargas Castillo,1985-11-02,F,CHURAZ,,,Santa Cruz
39227343,José Marco Delgado Rodríguez,2023-06-20,F,CHURAZ,"ojos llorosos, picazón",Alergia,Santa Cruz
39918333,Carlos Mónica González Martínez,1965-09-12,M,C.P.EL CUMBE,"picazón, estornudos",Alergia,Santa Cruz
37109664,Patricia Héctor Silva Paredes,2001-10-10,F,C.P.EL CUMBE,,,Santa Cruz
69251225,Marta Pablo González Flores,1992-07-26,M,OTRO CALLAYUC NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"dificultad para respirar, opresión en el pecho",Asma,Santa Cruz
45704294,Jesús Eduardo Vargas Torres,1988-03-07,M,,"picazón, ojos llorosos, estornudos",Alergia,Santa Cruz
87168798,Juan Roberto Rojas Flores,2006-10-25,F,SAN JUAN,"dolor de garganta, congestión nasal, fiebre",Gripe,Santa Cruz
74304928,Lucía Sara Cruz García,1980-05-01,M,SAN JUAN DE CHORRILLOS,"dolor de cabeza, mareos, visión borrosa",Hipertensión,Santa Cruz
12620810,Sandra Isabel Torres Flores,1999-07-18,M,,"ojos llorosos, picazón, estornudos",Alergia,Santa Cruz
96743844,Rosa Pablo Mendoza Martínez,1981-07-27,F,SAN JOSE DE LIRIO,fiebre,,Santa Cruz
72514291,Jorge Eduardo Rodríguez Martínez,2013-06-26,M,CASERIO CUCHEA,"dificultad para respirar, sibilancias, opresión en el pecho",Asma,Santa Cruz
91663553,Marta Laura Mendoza García,2016-02-22,F,SAN JUAN CHORRILLOS,"dolor abdominal, acidez estomacal, náuseas",Gastritis,Santa Cruz
15905278,Ana Isabel Sánchez Herrera,2007-05-07,F,CASERIO SAN JUAN,"tos seca, pérdida de olfato, dificultad para respirar",COVID-19,Santa Cruz
88116469,Fernando Martínez Silva,1983-01-07,F,BATANCILLO,"ojos llorosos, estornudos, picazón",Alergia,Santa Cruz
92890210,Carlos Isabel Rojas Delgado,2022-09-18,M,SECTOR FILA  ALTA,sensibilidad a la luz,Hipertensión,Santa Cruz
38177736,Carmen Isabel Mendoza Ramírez,1970-01-10,F,CUCHEA,,COVID-19,Santa Cruz
11234896,Marta Claudia Cruz Herrera,1971-11-29,M,CARR. PACCHA NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"ojos llorosos, picazón",Alergia,Santa Cruz
25355817,Luis Luisa Sánchez González,1945-05-10,F,PUQUIO,"visión borrosa, mareos, dolor de cabeza",Hipertensión,Santa Cruz
55722956,Rosa David González Paredes,1987-07-19,M,CUCHEA,tos,,Santa Cruz
12213091,Rosa Marco Mendoza García,1993-12-05,F,OTRO. PAMPA GRANDE NRO. PUERTA SN PISO.01,,,Santa Cruz
99587632,Marta Diego Martínez Paredes,2023-03-13,M,SAN JOSE,"náuseas, dolor de cabeza, sensibilidad a la luz",Migraña,Santa Cruz
56487443,Miguel Diego Rodríguez Herrera,2018-10-18,F,OTRO. SN NRO. PUERTA SN PISO.01,"pérdida de olfato, fiebre",COVID-19,Santa Cruz
97319558,Carmen Diego Rodríguez Ramírez,1957-02-12,F,CUCHEA,"fiebre, dolor de garganta",Gripe,Santa Cruz
12146412,Miguel Carolina Paredes Vargas,1993-10-12,M,JR. TUPAC AMARU SN   PISO 01,,Alergia,Santa Cruz
30959210,Juan Roberto González Ramírez,1990-04-04,M,OTRO. YAPANA NRO. PUERTA SN PISO.01,"acidez estomacal, náuseas",Gastritis,Santa Cruz
27314700,Yolanda Raúl Vargas Silva,1991-05-19,M,CASERIO YAPANA,,COVID-19,Santa Cruz
90122809,Yolanda Pablo Delgado Martínez,1942-06-06,F,FILADELFIA,"acidez estomacal, náuseas",Gastritis,Santa Cruz
89482694,José Roberto Rojas Silva,1988-02-02,M,OTRO. CAMINO AL PALMO NRO. PUERTA SN PISO.01,"dolor de garganta, congestión nasal",Gripe,Santa Cruz
66157378,Patricia Claudia Rodríguez Castillo,1988-04-28,M,CASERIO NUEVO PIURITA,"estornudos, picazón",Alergia,Santa Cruz
74355203,Yolanda Eduardo García López,1979-07-26,F,OTRO SAN JUAN DE CHORRRILLOS NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,,Migraña,Santa Cruz
64038795,Carlos Pablo Flores Ramírez,1981-12-28,M,SAN ISIDRO,,,Santa Cruz
43304079,Miguel Raúl Cruz Silva,1964-04-16,M,SECTOR EL CAMPO,,,Santa Cruz
95724742,Carmen Andrés García Delgado,2015-12-04,F,SAN JUAN DE CHORRILLOS,"visión borrosa, dolor de cabeza, mareos",Hipertensión,Santa Cruz
54517100,Luis González Ramírez,2010-03-02,F,OTRO. CHAQUIMAYO NRO. PUERTA SN PISO.01,"picazón, estornudos, ojos llorosos",Alergia,Santa Cruz
50107824,Pedro Sara López Mendoza,1973-05-20,M,CASERIO TOCHE PAMPA,"dificultad para respirar, sibilancias",Asma,Santa Cruz
77859847,Carmen Sara Paredes Mendoza,1999-04-27,F,OTRO. CAMINO AL CUMBE NRO. PUERTA SN PISO.01,"tos seca, pérdida de olfato",COVID-19,Santa Cruz
69966875,José Diego Rojas Pérez,1993-06-22,M,,"mareos, dolor de cabeza",Diabetes,Santa Cruz
78631053,Marta Isabel Ramírez García,1951-05-02,M,SAN ISIDRO,"ojos llorosos, estornudos",Alergia,Santa Cruz
90236424,Ana Isabel Martínez González,1986-03-31,M,OTRO. SAN JOSE NRO. PUERTA SN PISO.01,"estornudos, picazón",Alergia,Santa Cruz
16805347,Carlos Carolina Paredes Vargas,1942-10-06,M,OTRO LIMON NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE. km.,"sibilancias, opresión en el pecho",Alergia,Santa Cruz
27779683,Ana David Sánchez Rojas,2022-05-07,F,CAS. CHURAZ,"fiebre, pérdida de olfato, dificultad para respirar",COVID-19,Santa Cruz
87456628,Luis Sara López Pérez,1976-05-01,M,CARR. SAN JOSE NRO. PUERTA SN PISO.02,"opresión en el pecho, sibilancias",Asma,Santa Cruz
28784905,Ana Pablo Sánchez Torres,2004-05-23,M,SAN ISIDRO,"sensibilidad a la luz, náuseas, dolor de cabeza",Migraña,Santa Cruz
85549845,José Roberto Delgado Castillo,1978-04-01,F,OTRO. NUEVO PIURITA NRO. PUERTA SN PISO.01,"opresión en el pecho, dificultad para respirar",Asma,Santa Cruz
38569031,Ana Raúl González Castillo,2010-03-14,F,SAN ISIDRO,"sensibilidad a la luz, dolor de cabeza",Migraña,Santa Cruz
42764801,María Olga González Castillo,2004-09-03,F,CASERIO DE BATANCILLOS,"sensibilidad a la luz, dolor de cabeza",Migraña,Santa Cruz
14087219,Ángel Roberto Rojas Silva,2023-08-13,M,C.P  SECTOR EL CAMPO,"opresión en el pecho, sibilancias",Asma,Santa Cruz
45731789,Jesús Eduardo Sánchez Vargas,1960-07-24,M,CASERIO SAN JOSE DE LIRIO,"sed excesiva, micción frecuente",Diabetes,Santa Cruz
69683320,Miguel Carolina Pérez Rojas,2016-06-14,M,CASERIO MERENDANA,"pérdida de olfato, tos seca",COVID-19,Santa Cruz
65640679,Luis Héctor Sánchez Vargas,1985-11-15,F,EL CUMBE,"sibilancias, opresión en el pecho",Asma,Santa Cruz
86190692,Juan Olga Martínez Silva,2008-12-10,F,CASERIO SAN JUAN DE CHORRILLOS,"dificultad para respirar, tos seca, pérdida de olfato",COVID-19,Santa Cruz
89657821,Verónica Héctor Herrera Castillo,2007-08-28,F,CASERIO SALLEF,,,Santa Cruz
57495492,Lucía Olga Rodríguez Torres,2011-11-25,M,EL CUMBE,"dolor abdominal, acidez estomacal",Hipertensión,Santa Cruz
31610208,Carmen David Cruz Rodríguez,1955-12-25,F,CASERIO SANTA RITA,"ojos llorosos, estornudos, picazón",Alergia,Santa Cruz
36101571,Verónica Andrés Ramírez Vargas,2012-06-15,F,OTRO. QUEROMARCA NRO. PUERTA SN PISO.01,"mareos, visión borrosa, dolor de cabeza",Hipertensión,Santa Cruz
21490600,Pedro Andrés Ramírez Torres,2017-02-05,M,CARR. SECTOR EL CAMPO NRO. PUERTA SN PISO.01,"micción frecuente, cansancio",Diabetes,Santa Cruz
47985431,Juan David Rodríguez Sánchez,2019-06-19,M,OTRO. LA CONGA NRO. PUERTA SN PISO.01,pérdida de olfato,Migraña,Santa Cruz
70486889,Jorge Olga Delgado Martínez,1985-06-09,M,,dolor de cabeza,,Santa Cruz
64913921,Jorge Carolina Castillo Paredes,1993-01-29,F,OTRO. SN NRO. PUERTA SN PISO.1 MZA. G LOTE.12,,,Santa Cruz
61990366,Juan Gloria Rojas Ramírez,1994-08-09,F,CASERIO SANTA RITA,"fiebre, pérdida de olfato",COVID-19,Santa Cruz
14649834,Miguel David Rodríguez González,2017-04-20,F,,"pérdida de olfato, dificultad para respirar, fiebre",COVID-19,Santa Cruz
51664036,Miguel Mónica Rojas Paredes,1994-12-15,M,OTRO. COSTADO INSTITUCION EDUCA NRO. PUERTA SN PISO.01,"náuseas, acidez estomacal",Gastritis,Santa Cruz
88559006,Carlos Pablo Martínez González,1989-09-06,M,CALLAYUC,náuseas,Diabetes,Santa Cruz
28621955,Miguel David González Rojas,2003-12-14,M,BATANCILLO,"acidez estomacal, náuseas",Asma,Santa Cruz
90075653,Fernando Laura Torres Pérez,1964-09-28,F,CASERIO LA PACCHA,"ojos llorosos, picazón, estornudos",Alergia,Santa Cruz
34347445,Juan Olga Flores Delgado,2016-10-30,M,OTRO. ILUCAN NRO. PUERTA SN PISO.01,"sensibilidad a la luz, dolor de cabeza",Migraña,Santa Cruz
56041885,Lucía Héctor Herrera Rojas,2009-02-19,M,CASERIO LA LLANGUA,"dolor abdominal, acidez estomacal",Gastritis,Santa Cruz
11779914,Verónica Natalia Flores López,1995-02-01,M,CASERIO SAN JOSE,"picazón, estornudos",Alergia,Santa Cruz
80679896,Rosa Raúl Paredes Delgado,1990-03-20,M,OTRO. SAN JOSE DE LIRIO NRO. PUERTA SN PISO.01,"náuseas, dolor de cabeza, sensibilidad a la luz",Migraña,Santa Cruz
67742471,Sandra Natalia Silva Cruz,1978-09-16,F,,"tos, dolor de garganta, congestión nasal",Gripe,Santa Cruz
83138322,Fernando Carolina Silva Flores,2021-12-05,F,SAN JOSE DEL LIRIO,"tos, congestión nasal",Gripe,Santa Cruz
58564386,Juan Luisa Castillo Silva,2006-07-30,M,,"fiebre, pérdida de olfato",COVID-19,Santa Cruz
25059752,Carmen Isabel Torres Ramírez,2017-12-09,F,OTRO. CUCHEA NRO. PUERTA SN PISO.01,dolor de cabeza,,Santa Cruz
42380513,Pedro Gloria Vargas Torres,1959-06-06,M,CUCHEA NOGAL,"acidez estomacal, náuseas",Migraña,Santa Cruz
83050187,Miguel Natalia Paredes Castillo,1952-10-02,M,CASERIO CHURAZ,"dolor de cabeza, visión borrosa",Hipertensión,Santa Cruz
30591253,José Herrera Ramírez,2022-05-21,F,PJ. FERNANDO BELAUNDE TERRY NRO. PUERTA SN PISO.01,"ojos llorosos, estornudos, picazón",Alergia,Santa Cruz
59904626,María Eduardo Mendoza Martínez,1966-03-17,M,CASERIO SANTA RITA,"dolor de garganta, fiebre, tos",Gripe,Santa Cruz
83351655,Carlos Carolina Martínez Cruz,2022-09-27,F,CAS. FILADELFIA,acidez estomacal,Hipertensión,Santa Cruz
23355850,Verónica Andrés Delgado Flores,1967-05-15,F,SAN ISIDRO,"cansancio, micción frecuente, sed excesiva",Diabetes,Santa Cruz
53419966,Carmen Laura Vargas Delgado,2007-01-25,F,CASERIO YAPANA,,Hipertensión,Santa Cruz
67307574,Luis Raúl García Mendoza,2001-02-21,F,CASERIO SALLOC,"náuseas, dolor abdominal, acidez estomacal",Gastritis,Santa Cruz
16478980,Luis Héctor Ramírez Silva,1955-08-07,M,CASERIO EL SALLOF,"mareos, dolor de cabeza, visión borrosa",Hipertensión,Santa Cruz
26382528,Pedro Diego Pérez Sánchez,2003-08-05,F,PUQUIO,,Hipertensión,Santa Cruz
93761416,Yolanda Claudia Vargas Ramírez,2007-04-22,M,san juan bautista,"dificultad para respirar, fiebre, pérdida de olfato",COVID-19,Santa Cruz
46972889,Verónica Natalia Cruz Mendoza,1993-06-18,F,,,,Santa Cruz
24255723,Patricia Isabel Ramírez Delgado,2011-05-11,F,san juan de chorrillos,"dolor de garganta, tos, congestión nasal",Gripe,Santa Cruz
21618312,Pedro Isabel Pérez González,2011-05-14,M,OTRO. UNION SAN JOSE NRO. PUERTA SN PISO.01,acidez estomacal,Gripe,Santa Cruz
73933724,Luis Olga Gutiérrez Mendoza,1983-05-23,F,OTRO. SANTA FE NRO. PUERTA SN PISO.01,"pérdida de olfato, dificultad para respirar",COVID-19,Santa Cruz
15668695,Carlos Sara Cruz Flores,1981-07-11,F,OTRO. SAN FRANCISCO NRO. PUERTA SN PISO.01,"estornudos, picazón, ojos llorosos",Alergia,Santa Cruz
99389516,Luis Roberto Silva Paredes,2020-07-24,F,CASERIO PUQUIO,"sibilancias, dificultad para respirar, opresión en el pecho",Asma,Santa Cruz
87566200,Carmen Luisa Cruz López,1990-03-20,M,OTRO. SAN JOSE DE LIRIO NRO. PUERTA SN PISO.01,"náuseas, dolor de cabeza, sensibilidad a la luz",Migraña,Santa Cruz
24488951,Patricia David Delgado Gutiérrez,2017-05-16,M,OTRO. OTRO NRO. PUERTA 0000 BLOQUE.000 PISO.01 INTERIOR. 000 MZA. 000 LOTE.000 K,"micción frecuente, cansancio",Gripe,Santa Cruz
54466421,Juan Raúl Pérez López,1974-11-10,M,,"estornudos, picazón",Alergia,Santa Cruz
51296025,Marta Roberto Castillo Cruz,2008-04-18,M,BATANCILLO,"dificultad para respirar, sibilancias",Asma,Santa Cruz
30473369,Juan David Herrera Rojas,1978-01-04,F,LA PACCHA MIRAFLORES,"tos seca, pérdida de olfato, dificultad para respirar",COVID-19,Santa Cruz
27608752,Rosa Alberto Sánchez Delgado,1996-09-26,F,OTRO. CUMBE NRO. PUERTA SN PISO.01,"micción frecuente, sed excesiva, cansancio",Diabetes,Santa Cruz
10596807,Rosa Héctor Silva Rodríguez,2011-02-02,F,CASERIO CUCHEA NOGAL,"ojos llorosos, picazón, estornudos",Alergia,Santa Cruz
86852978,Jorge Laura Sánchez Cruz,2005-10-22,F,CASERIO EL CUMBE,"estornudos, picazón",Alergia,Santa Cruz
59154393,Yolanda Gloria Castillo Paredes,1986-11-21,F,BATANCILLO,"opresión en el pecho, dificultad para respirar, sibilancias",Asma,Santa Cruz
21257687,Pedro David Mendoza Rojas,1995-06-22,M,CHONTAS,"sed excesiva, micción frecuente, cansancio",Diabetes,Santa Cruz
32019802,Miguel Laura González Delgado,2019-10-27,F,OTRO CAMINO AL YUBE SN   PISO 01,"cansancio, sed excesiva",Asma,Santa Cruz
55582339,Patricia Diego Vargas Cruz,2002-04-06,M,OTRO. SAN JOSE NRO. PUERTA SN PISO.01,,,Santa Cruz
69853928,Ángel Isabel López Pérez,2021-04-23,F,,"dolor de garganta, tos, fiebre",Gripe,Santa Cruz
16134636,Jorge Eduardo Flores Delgado,1998-02-19,M,CASERIO BATANCILLO,"mareos, dolor de cabeza",Hipertensión,Santa Cruz
79830495,Rosa Laura Rojas Flores,1967-06-15,F,CASERIO CHURAZ,"acidez estomacal, dolor abdominal",Gastritis,Santa Cruz
26222756,Luis Héctor Delgado González,2011-10-03,M,CASERIO SAN JOSE,"dolor abdominal, acidez estomacal, náuseas",Gastritis,Santa Cruz
76614501,Miguel Mónica Torres Vargas,1994-11-08,M,,"dificultad para respirar, pérdida de olfato",COVID-19,Santa Cruz
22847728,Sandra Pablo Torres Rojas,2002-05-30,M,CASERIO YAPANA,"micción frecuente, cansancio",Diabetes,Santa Cruz
51422828,José Laura García Gutiérrez,2012-04-24,F,OTRO. SAN JOSE NRO. PUERTA SN PISO.01,"dolor de garganta, congestión nasal",Gripe,Santa Cruz
57358177,Carlos Roberto Gutiérrez Paredes,1987-02-20,M,VISTA ALEGRE,"dificultad para respirar, fiebre, pérdida de olfato",COVID-19,Santa Cruz
